sub3	2022	2021	2020	2019	2018	2017	2016	2015	2014	2013	2012	2011	2010	2009	2008	2007	2006	2005	2004	2003	2002	2001	2000	1999	1998	1997	1996	1995	1994	1993	1992	1991	1990	1989	1988	1987	1986	1985	1984	1983	1982	1981	1980	1979	1978	1977	1976	1975	1974	1973	1972	1971	1970	1969	1968	1967	1966	1965	1964	1963	1962	1961	1960	1959	1958	1957	1956	1955	1954	1953	1952	1951	1950	1949	1948	1947	1946	1945	1944	1943	1942	1941	1940	1939	1938	1937	1936	1935	1934	1933	1932	1931	1930	1929	1928	1927	1926	1925	1924	1923	1922
Licensed Commercial Banks-Total Assets			12,828,819	10,944,007	10,372,407	8,926,192	7,843,338	6,974,300	5,884,361	5,022,147	4,355,688	3,578,497	2,974,559	2,506,585	2,259,914	2,098,279	1,786,949	1,461,540	1,155,214	987,215	862,283	799,450	745,828	600,429	544,696																																																																												
Licensed Commercial Banks-Total Assets-Market Share			87.50	87.40	87.90	86.70	87	86	84	84.50	85.40	84.20	83.80	83.20	83.80	83.80	83.40	82.10	78.90	78.00	78.40	78.50	79.00	77.00	77.50																																																																												
Licensed Commercial Banks-Total Number of Banks			24	26	26	25	25	25	25	24	24	24	22	22	22																																																																																						
Licensed Commercial Banks-Total Number of Branches			2,916	2,907	2,876	2,855	2,974	2,915	2,884	2,792	2,719	2,601	2,365	2,201	2,064																																																																																						
Licensed Commercial Banks-Total Number of Other Banking Outlets			3,787	3,783	2,870	2,870	2,870	2,870	2,871	2,864	2,856	2,791	2,787	2,788	2,684																																																																																						
Licensed Commercial Banks-Total Number of ATMs			5,744	5,158	4,643	4,086	0	0	0	0	0	0	0	0	0																																																																																						
Licensed Specialised Banks- Total Capital Adequacy Ratio (CAR)			14.80	15.60	15.70	16.30	15.30	16.60	18.60	18.60	20.50	20.00	24.40	22.00	21.00	20.60	19.80	20.00	19.30	23.00	22.40	19.10	18.50	18.20	19.90																																																																												
Licensed Specialised Banks- Core Capital Ratio (Tier I Capital)			11.80	12.30	13.60	13.40	13.50	16.60	20.10	20.60	22.00	21.10	25.00	23.60	25.60	21.20	20.70	25.70	27.00	28.40	24.80	20.60	19.80	19.50	20.10																																																																												
Licensed Specialised Banks- Net Non-performing Advances (NPLs) to Capital Ratio			36.80	33.00	28.70	29.30	31.10	40.70	45.90	37.60	20.80	19.00	17.80	30.30	26.70	23.00	21.90	21.10	19.70	21.40	29.40	43.20	46.90	58.20	40.10																																																																												
Licensed Specialised Banks- Non-performing Loans to Total Loans and Advances (Gross Non-performing Advances (NPLs) Ratio)			6.90	5.50	4.80	4.30	4.50	6.40	9.50	9.30	6.40	6.80	7.90	10.40	8.90	6.70	6.70	8.80	10.40	11.50	13.20	15.00	13.80	16.00	12.10																																																																												
Licensed Specialised Banks- Net Non-performing Loans to Total Loans and Advances (Net Non-performing Advances (NPLs) Ratio)			4.90	3.90	3.60	3.40	3.60	5.60	8.20	7.80	5.00	5.10	5.80	8.90	7.60	5.60	5.50	7.00	6.70	7.40	9.40	11.90	11.50	13.90	10.20																																																																												
Licensed Specialised Banks- Specific Provision Coverage Ratio			30.90	31.30	24.30	21.40	20.60	13.40	15.00	17.20	22.30	25.40	29.00	15.50	15.70	17.60	19.20	22.90	37.60	38.30	32.00	23.40	19.30	15.20	17.10																																																																												
Licensed Specialised Banks- Return on Equity (ROE) – After tax			16.70	6.80	7.70	19.20	18.30	20.30	15.10	8.60	13.60	17.40	27.10	15.10	6.90	10.00	11.70	15.30	17.70	22.90	16.80	10.90	12.90	15.50	14.20																																																																												
Licensed Specialised Banks- Return on Assets (ROA)– Before tax			1.30	0.80	0.80	1.50	1.50	1.60	1.70	1.00	1.80	2.50	3.80	2.40	1.40	1.70	2.00	2.50	2.70	3.10	2.40	1.60	1.80	2.00	2.00																																																																												
Licensed Specialised Banks- Return on Assets (ROA) – After tax			0.90	0.40	0.50	1.00	1.00	1.10	1.20	0.80	1.30	1.70	2.60	1.40	0.60	0.90	1.10	1.60	2.00	2.50	1.70	1.10	1.20	1.40	1.30																																																																												
Licensed Specialised Banks- Efficiency (Operating Cost) Ratio			52.00	60.10	63.80	49.30	51.50	50.20	49.90	60.10	49.90	41.90	30.10	40.80	51.00	47.60	44.70	54.50	44.80	43.10	46.40	53.40	55.00	45.90	45.80																																																																												
Licensed Specialised Banks- Staff Cost to Operating Expenses			55.00	55.40	54.20	54.30	51.10	52.10	47.30	54.00	52.80	51.50	49.50	53.80	53.40	54.90	53.10	38.30	46.00	43.60	42.50	46.00	42.00	43.60	46.20																																																																												
Licensed Specialised Banks- Net Interest Income (NII) to Average Assets (Net Interest Margin)			3.40	3.40	3.20	3.20	3.50	3.80	3.10	2.20	3.30	4.00	4.10	3.40	2.90	3.50	4.20	4.10	4.60	4.80	3.50	2.90	3.30	3.20	3.00																																																																												
Licensed Specialised Banks- Statutory Liquid Asset Ratio (SLAR) – Domestic Banking Unit (DBU)			60.40	53.10	47.70	61.60	61.40	68.50	77.70	80.30	61.40	65.40	74.30	71.10	61.90	61.00	63.60	69.40	69.40	60.30	31.70	37.20	22.30	39.70	33.20																																																																												
Licensed Specialised Banks- Credit to Total Deposits			51.60	59.50	65.70	65.60	63.00	59.80	62.10	56.30	56.50	52.90	48.80	49.70	56.00	58.90	53.50	43.80	52.50	52.30	54.10	61.50	68.70	69.30	64.60																																																																												
Licensed Specialised Banks-Capital Funds			103,782	87,710	89,558	73,478	61,345	62,580	77,766	70,714	68,980	65,420	58,251	45,267	39,729	38,069	32,776	32,674	35,160	31,378	25,010	21,769	19,156	16,735	14,689																																																																												
Licensed Specialised Banks-Core Capital (Tier 1 Capital)			71,929	63,495	64,245	58,635	52,560	53,325	69,668	58,248	58,105	54,569	50,483	39,594	37,006	21,364	19,589	17,809	23,079	21,450	18,229	16,477	15,575	14,608	12,550																																																																												
Licensed Specialised Banks-Capital Base			89,825	80,701	74,504	71,373	59,367	53,399	64,214	52,453	53,985	49,800	49,297	36,875	30,359	20,816	18,709	13,866	16,530	17,349	16,473	15,228	14,570	13,591	12,480																																																																												
Licensed Specialised Banks-Demand Deposits			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																																												
Licensed Specialised Banks-Borrowings			105,454	142,642	192,276	264,616	251,251	239,431	262,011	189,887	77,185	68,780	56,620	54,733	57,993	65,621	49,580	43,939	58,256	53,762	48,630	52,443	51,637	49,428	44,838																																																																												
Licensed Specialised Banks-Contingencies			2,603	1,554	44,416	72,757	81,724	76,100	87,005	65,532	7,978	5,495	4,738	2,989	1,616	1,468	2,070	11,136	11,097	10,410	8,758	12,539	12,242	13,383	12,754																																																																												
Licensed Specialised Banks-Borrowings-Market Share			6	8	11	16	15	14	18	19	10	11	11	14	12.70	14.90	12.80	15.20	27.50	28.30	29.00	26.70	24.30	36.40	37.80																																																																												
Licensed Specialised Banks- Number of Banks GAMPAHA			5	5	5	5	5	5	7	7	7	7	7	6	6																																																																																						
Licensed Specialised Banks- Number of Branches GAMPAHA			52	50	49	49	42	42	46	45	44	44	44	41	39																																																																																						
Licensed Specialised Banks- Number of Other Banking Outlets GAMPAHA			0	0	27	27	27	27	27	27	27	27	27	27	27																																																																																						
