sub3	2022	2021	2020	2019	2018	2017	2016	2015	2014	2013	2012	2011	2010	2009	2008	2007	2006	2005	2004	2003	2002	2001	2000	1999	1998	1997	1996	1995	1994	1993	1992	1991	1990	1989	1988	1987	1986	1985	1984	1983	1982	1981	1980	1979	1978	1977	1976	1975	1974	1973	1972	1971	1970	1969	1968	1967	1966	1965	1964	1963	1962	1961	1960	1959	1958	1957	1956	1955	1954	1953	1952	1951	1950	1949	1948	1947	1946	1945	1944	1943	1942	1941	1940	1939	1938	1937	1936	1935	1934	1933	1932	1931	1930	1929	1928	1927	1926	1925	1924	1923	1922
GDP-Exp. at Current MP (2002 Series)-External Demand-Imports of Goods and Services									3,021,530.00	2,775,711.00	2,766,060.00	2,460,830.00	1,719,605.00	1,345,215.70	1,699,328.00	1,413,278.30	1,208,757.00	1,012,192.10	923,149.00	741,430.00	677,676.00																																																																																
GDP-Exp. at Current MP (2002 Series)-External Demand-Exports of Goods and Services									2,185,038.52	1,949,158.04	1,730,467.00	1,508,565.00	1,254,021.00	1,031,289.20	1,095,679.00	1,041,934.70	885,380.70	793,153.40	738,713.00	631,549.00	571,195.00																																																																																
GDP-Exp. at Current MP (2002 Series)-Consumption-Total Consumption Expenditure									7,716,176.80	6,940,568.60	6,295,894.00	5,536,095.00	4,524,187.81	3,967,770.22	3,799,083.77	2,949,712.00	2,439,816.00	2,013,802.00	1,747,261.00	1,531,033.00	1,374,112.00																																																																																
GDP-Exp. at Current MP (2002 Series)-Consumption-Private Consumption Expenditure									6,398,345.30	5,803,277.27	5,274,451.00	4,568,393.00	3,651,577.81	3,116,221.22	3,085,296.00	2,403,167.00	1,988,378.00	1,692,765.00	1,483,192.00	1,309,411.00	1,166,027.00																																																																																
GDP-Exp. at Current MP (2002 Series)-Gross Domestic Capital Formation									2,904,987.10	2,560,214.15	2,318,253.00	1,959,483.00	1,545,499.71	1,181,449.02	1,215,247.63	1,000,320.03	822,239.96	658,018.69	528,016.29	401,316.32	368,405.51																																																																																
GDP-Exp. at Current MP (2002 Series)-GDCF-Gross Domestic Fixed Capital Formation-Private									2,119,243.00	1,946,925.00	1,695,184.00	1,402,217.00	1,128,151.13	838,629.00	852,708.00	714,084.00	624,972.00	478,916.60	422,060.40	318,909.00	288,886.41																																																																																
GDP-Exp. at Current MP (2002 Series)-GDCF-Gross Domestic Fixed Capital Formation-Government									633,020.00	589,723.00	494,621.00	370,298.00	323,850.87	308,811.00	262,602.00	170,604.00	105,938.00	94,346.50	51,262.40	46,285.00	39,519.10																																																																																
GDP-Exp. at Current MP (2002 Series)-GDCF-Gross Domestic Fixed Capital Formation									2,752,263.00	2,536,648.00	2,189,805.00	1,772,515.00	1,452,002.00	1,147,440.00	1,115,310.00	884,688.00	730,910.00	573,263.10	473,322.80	365,194.00	328,405.51																																																																																
GDP-Exp. at Current MP (2002 Series)-GDCF-Changes in Stocks									152,724.10	23,566.15	128,448.00	186,968.00	93,497.71	34,009.02	99,937.63	115,632.03	91,329.96	84,755.59	54,693.49	36,122.32	40,000.00																																																																																
GDP-Exp. at Current MP (2002 Series)-GDCF-Changes in Stocks-Private									117,597.59	18,087.47	99,434.88	147,908.32	72,644.21	24,856.15	76,407.11	93,333.45	78,092.60	70,806.69	48,770.01	31,544.14	35,186.55																																																																																
GDP-Exp. at Current MP (2002 Series)-GDCF-Changes in Stocks-Govt.									35,126.52	5,478.69	29,013.12	39,059.68	20,853.49	9,152.86	23,530.52	22,298.58	13,237.35	13,948.91	5,923.48	4,578.17	4,813.45																																																																																
Government Savings-at Current Prices (2002 Series)									-127,691.62	-67,733.00	-79,563.00	-57,044.00	-119,815.00	-179,931.00	-88,450.00	-57,707.00	-70,128.00	-63,603.00	-78,205.00	-58,176.00	-69,002.00																																																																																
Private Savings-at Current Prices (2002 Series)									2,196,187.24	1,801,394.19	1,362,223.26	1,064,261.58	1,199,730.71	1,047,453.52	700,048.63	686,683.43	568,992.00	502,584.00	421,785.00	349,610.00	330,927.00																																																																																
National Savings-at Current Prices (2002 Series)									2,641,559.53	2,236,253.46	1,816,384.23	1,448,393.26	1,424,024.51	1,148,305.32	784,277.73	834,928.43	656,301.50	583,473.00	459,520.00	391,249.00	342,863.00																																																																																
National Savings Investment Gap-at Current Prices (2002 Series)									-263,427.57	-323,960.69	-501,868.77	-511,089.74	-121,475.20	-33,143.70	-430,969.90	-165,391.60	-165,938.46	-74,545.69	-68,496.29	-10,067.32	-25,542.51																																																																																
GDP-Exp. at Current MP (2002 Series)-Total Demand									9,784,672.42	8,674,229.79	7,578,554.00	6,543,313.00	5,604,103.51	4,835,292.74	4,410,682.40	3,578,688.43	2,938,680.00	2,452,782.00	2,090,841.49	1,822,468.32	1,636,037.00																																																																																
GDP-Exp. at Current MP (2002 Series)-External Demand-Net External Demand									-836,491.48	-826,552.96	-1,035,593.00	-952,265.00	-465,584.00	-313,926.50	-603,649.00	-371,343.60	-323,376.30	-219,038.70	-184,436.00	-109,881.00	-106,481.00																																																																																
GDP-Exp. at Current MP (2002 Series)-Consumption-PCE-Transport									1,456,587.00	1,352,448.14	1,240,817.00	963,637.00	774,730.00	657,572.00	669,375.00	460,555.00	375,769.00	338,040.00	270,307.00	209,701.60	170,084.00																																																																																
GDE-Current MP (2010 Series)-GCF-Gross fixed capital formation (GFCF) by asset			3,809,794.30	4,070,434.40	3,763,859.00	3,516,740.81	3,210,061.24	2,814,288.46	2,874,377.37	2,809,789.35	2,533,056.38	1,896,225.41	1,522,846.96																																																																																								
