sub3	2022	2021	2020	2019	2018	2017	2016	2015	2014	2013	2012	2011	2010	2009	2008	2007	2006	2005	2004	2003	2002	2001	2000	1999	1998	1997	1996	1995	1994	1993	1992	1991	1990	1989	1988	1987	1986	1985	1984	1983	1982	1981	1980	1979	1978	1977	1976	1975	1974	1973	1972	1971	1970	1969	1968	1967	1966	1965	1964	1963	1962	1961	1960	1959	1958	1957	1956	1955	1954	1953	1952	1951	1950	1949	1948	1947	1946	1945	1944	1943	1942	1941	1940	1939	1938	1937	1936	1935	1934	1933	1932	1931	1930	1929	1928	1927	1926	1925	1924	1923	1922
GDP-Constant (2010) Prices- Agriculture, Forestry and Fishing-Growing of Cereals (except rice)			14,956.77	10,581.69	11,829.12	11,503.07	13,157.99	14,984.17	13,968.64	14,306.76	12,520.69	10,592.92	10,547.70																																																																																								
GDP-Constant (2010) Prices- Agriculture, Forestry and Fishing-Growing of fruits			64,156.24	60,398.82	55,653.98	49,960.51	46,511.54	48,037.73	40,888.40	37,385.04	38,247.80	37,790.63	36,609.79																																																																																								
GDP-Constant (2010) Prices- Agriculture, Forestry and Fishing-Growing of Oleaginous Fruits (Co			60,803.53	67,742.44	57,576.85	53,773.13	66,970.60	67,514.25	64,157.84	53,424.37	62,201.22	57,110.07	60,230.99																																																																																								
GDP-Constant (2010) Prices- Agriculture, Forestry and Fishing-Animal Production			61,566.00	64,744.29	63,417.93	58,728.68	55,631.00	51,856.54	47,949.89	36,598.87	29,510.77	26,358.88	27,229.78																																																																																								
GDP-Constant (2010) Prices- Agriculture, Forestry and Fishing-Forestry and Logging			54,066.40	58,846.45	58,919.80	62,544.81	52,485.14	48,362.38	47,450.25	43,044.18	38,187.69	42,504.89	43,338.68																																																																																								
GDP-Constant (2010) Prices- Agriculture, Forestry and Fishing-Fresh water fishing and Fresh wa			18,929.69	16,797.03	16,304.31	15,207.81	13,735.16	12,502.63	14,072.34	12,435.09	12,559.63	11,064.58	9,736.72																																																																																								
GDE-Constant (2010) Prices-HH Cons. by COICOP-Actual Household (HH) Final Consumption Expendit			7,091,213.50	7,292,080.10	7,021,969.50	6,788,679.28	6,580,644.98	6,139,456.35	5,690,782.61	5,487,951.28	5,091,681.37	4,979,942.79	4,544,978.84																																																																																								
GDE-Constant (2010) Prices-HH Cons. by COICOP-Individual consumption (IC) expenditure of house			6,868,413.10	7,286,424.50	7,147,462.20	6,836,531.08	6,575,732.58	6,088,974.34	5,628,796.88	5,368,850.71	4,966,711.14	4,857,810.11	4,402,019.11																																																																																								
GDE-Constant (2010) Prices-HH Cons. by COICOP-Food and non-alcoholic beverages			2,196,067.30	2,192,737.60	2,153,554.30	2,054,002.93	2,063,768.72	1,747,779.31	1,409,075.36	1,387,641.98	1,311,149.42	1,434,804.21	1,252,042.76																																																																																								
GDE-Constant (2010) Prices-HH Cons. by COICOP-Alcoholic beverages, tobacco and narcotics			102,381.50	106,638.30	100,771.30	90,562.36	77,306.11	81,636.18	84,641.26	108,295.58	98,968.09	181,645.43	168,024.40																																																																																								
GDE-Constant (2010) Prices-HH Cons. by COICOP-Clothing and footwear			203,197.00	243,410.60	236,975.40	232,806.55	257,464.00	264,219.44	212,419.86	216,784.25	197,901.68	243,074.63	265,839.62																																																																																								
GDE-Constant (2010) Prices-HH Cons. by COICOP-Housing, water, electricity, gas and other fuels			950,599.60	936,260.90	912,201.20	857,121.73	757,756.80	662,461.67	585,398.64	543,514.20	513,163.36	475,014.76	434,569.69																																																																																								
GDE-Constant (2010) Prices-HH Cons. by COICOP-Furnishings, household equipment and routine hou			83,200.50	84,417.90	87,273.90	85,130.79	95,559.83	73,745.61	76,436.89	70,950.12	82,670.28	88,966.75	66,947.41																																																																																								
GDE-Constant (2010) Prices-HH Cons. by COICOP-Health			152,004.20	147,197.10	143,535.60	141,988.29	157,850.85	156,561.66	155,802.12	166,927.44	196,429.79	189,894.56	132,203.31																																																																																								
GDE-Constant (2010) Prices-HH Cons. by COICOP-Transport			1,265,273.40	1,567,949.80	1,523,426.10	1,482,302.02	1,250,401.82	1,041,309.49	1,087,592.08	994,292.50	927,785.14	891,602.98	858,403.98																																																																																								
GDE-Constant (2010) Prices-HH Cons. by COICOP-Communication			81,486.20	70,962.20	73,917.10	76,025.27	77,247.34	74,273.81	62,826.20	61,308.03	57,240.36	49,046.06	45,521.76																																																																																								
GDE-Constant (2010) Prices-HH Cons. by COICOP-Recreation and culture			163,366.10	155,661.00	153,841.90	142,924.89	128,584.33	136,838.40	77,056.56	64,461.15	74,488.14	86,970.60	78,776.33																																																																																								
GDE-Constant (2010) Prices-HH Cons. by COICOP-Education			83,936.10	79,403.80	83,629.60	83,011.68	87,537.36	93,350.83	117,303.78	100,602.64	100,618.13	86,068.83	73,577.60																																																																																								
GDE-Constant (2010) Prices-HH Cons. by COICOP-Restaurants and hotels			157,172.60	245,053.50	258,282.00	257,998.53	250,287.48	237,096.74	239,617.87	225,635.72	236,821.42	184,436.76	161,458.52																																																																																								
GDE-Constant (2010) Prices-HH Cons. by COICOP-Miscellaneous goods and services			1,429,728.50	1,456,731.90	1,420,053.70	1,332,656.05	1,371,967.94	1,519,701.21	1,520,626.27	1,428,437.08	1,169,475.34	946,284.53	864,653.73																																																																																								
GDE-Constant (2010) Prices-HH Cons. by COICOP-Direct Purchases Abroad by Residents			93,022.60	201,869.50	190,237.30	178,522.35	176,419.50	160,918.87	138,984.10	133,516.39	84,510.43	57,423.08	55,551.00																																																																																								
GDE-Constant (2010) Prices-HH Cons. by COICOP-Direct Purchases in Domestic Market by Non-Resid			113,961.60	428,018.80	485,188.20	423,673.78	389,470.02	323,594.19	255,604.13	184,749.18	118,117.39	90,727.88	67,355.00																																																																																								
GDE-Constant (2010) Prices-HH Cons. by COICOP-Individual consumption expenditure of general go			243,739.40	231,804.90	169,458.30	197,299.62	217,962.92	213,157.34	178,605.75	170,333.36	158,577.19	155,437.49	154,763.73																																																																																								
GDE-Constant (2010) Prices-Govt. Collective Final Cons. by COFOG-General public services			98,500.30	99,507.50	130,847.80	75,055.77	62,789.26	67,167.59	51,615.55	49,123.54	50,367.99	43,601.13	43,198.77																																																																																								
GDE-Constant (2010) Prices-Govt. Collective Final Cons. by COFOG-Public order and safety			56,716.20	43,949.30	40,137.40	47,256.48	50,231.88	45,884.71	44,097.69	39,953.63	40,298.51	37,814.90	44,182.68																																																																																								
GDE-Constant (2010) Prices-Govt. Collective Final Cons. by COFOG-Housing and community ameniti			856.00	2,417.20	386.30	782.71	503.58	582.81	474.60	476.13	541.40	444.99	312.50																																																																																								
GDE-Constant (2010) Prices-Govt. Individual Final Cons. by COFOG-Health			124,304.20	113,406.50	81,150.50	90,739.66	100,064.61	96,180.09	85,048.87	79,055.27	69,992.49	66,079.13	65,103.69																																																																																								
GDE-Constant (2010) Prices-Govt. Collective Final Cons. by COFOG-Recreation, culture and relig			3,469.40	3,014.90	3,119.00	3,909.89	2,478.70	2,613.41	5,620.27	4,660.95	5,237.11	4,687.33	4,367.80																																																																																								
GDE-Constant (2010) Prices-Govt. Individual Final Cons. by COFOG-Education			119,435.20	118,398.40	88,307.80	106,559.96	117,898.31	116,977.25	93,556.89	91,278.09	88,584.70	89,358.36	89,660.05																																																																																								
GDE-Constant (2010) Prices-Govt. Collective Final Cons. by COFOG-Social protection			123,520.50	117,009.50	96,312.00	107,658.75	117,788.50	100,531.14	89,435.75	94,828.81	95,878.50	87,371.62	93,690.16																																																																																								
