sub3	2022	2021	2020	2019	2018	2017	2016	2015	2014	2013	2012	2011	2010	2009	2008	2007	2006	2005	2004	2003	2002	2001	2000	1999	1998	1997	1996	1995	1994	1993	1992	1991	1990	1989	1988	1987	1986	1985	1984	1983	1982	1981	1980	1979	1978	1977	1976	1975	1974	1973	1972	1971	1970	1969	1968	1967	1966	1965	1964	1963	1962	1961	1960	1959	1958	1957	1956	1955	1954	1953	1952	1951	1950	1949	1948	1947	1946	1945	1944	1943	1942	1941	1940	1939	1938	1937	1936	1935	1934	1933	1932	1931	1930	1929	1928	1927	1926	1925	1924	1923	1922
GDP-Current Market Prices (2010 Series)- Agriculture, Forestry and Fishing-Growing of Cereals			37,500.51	19,615.56	19,550.79	18,241.54	16,502.79	20,384.88	18,454.34	17,592.37	14,195.70	11,810.58	10,547.70																																																																																								
GDP-Current Market Prices (2010 Series)- Agriculture, Forestry and Fishing-Growing of fruits			116,135.38	109,540.74	98,810.81	84,327.90	64,559.29	55,257.95	45,696.74	44,839.44	40,185.00	38,451.86	36,609.79																																																																																								
GDP-Current Market Prices (2010 Series)- Agriculture, Forestry and Fishing-Animal Production			139,960.91	134,294.62	123,174.09	103,728.11	92,501.22	65,517.03	57,283.51	40,333.81	28,955.95	27,320.00	27,229.78																																																																																								
GDP-Current Market Prices (2010 Series)- Agriculture, Forestry and Fishing-Forestry and Loggin			105,760.08	107,201.92	106,736.38	100,596.79	83,815.88	75,549.38	71,766.71	64,071.80	51,151.78	46,681.32	43,338.68																																																																																								
GDP-Current Market Prices (2010 Series)- Agriculture, Forestry and Fishing-Fresh water fishing			30,702.34	27,013.03	26,766.05	18,602.69	14,306.97	15,304.89	16,042.98	13,460.21	13,244.46	11,916.37	9,736.72																																																																																								
GDE-Current MP (2010 Series)-HH Cons. by COICOP-Actual Household (HH) Final Consumption Expend			11,150,282.80	10,960,961.50	10,147,692.20	9,297,792.05	8,842,169.06	7,695,294.75	7,242,342.22	6,709,902.53	5,880,012.28	5,326,330.35	4,544,978.84																																																																																								
GDE-Current MP (2010 Series)-HH Cons. by COICOP-Individual consumption (IC) expenditure of HHs			10,622,640.40	10,828,700.50	10,212,309.30	9,291,596.30	8,797,387.06	7,582,122.49	7,128,654.90	6,546,172.65	5,730,362.41	5,179,516.31	4,402,019.11																																																																																								
GDE-Current MP (2010 Series)-HH Cons. by COICOP-Food and non-alcoholic beverages			3,271,821.60	2,933,327.30	2,859,216.50	2,638,074.38	2,881,218.67	2,337,709.86	1,796,837.29	1,705,716.09	1,493,620.46	1,560,394.75	1,252,042.76																																																																																								
GDE-Current MP (2010 Series)-HH Cons. by COICOP-Alcoholic beverages, tobacco and narcotics			360,780.50	375,780.90	342,000.90	303,621.28	151,916.05	141,465.85	132,665.05	121,723.90	111,239.82	189,844.20	168,024.40																																																																																								
GDE-Current MP (2010 Series)-HH Cons. by COICOP-Clothing and footwear			382,429.00	440,521.90	399,931.70	366,878.08	419,048.63	401,991.01	275,522.25	280,408.92	239,492.64	272,085.30	265,839.62																																																																																								
