sub4	2025-Q1	2024-Q4	2024-Q3	2024-Q2	2024-Q1	2023-Q4	2023-Q3	2023-Q2	2023-Q1	2022-Q4	2022-Q3	2022-Q2	2022-Q1	2021-Q4	2021-Q3	2021-Q2	2021-Q1	2020-Q4	2020-Q3	2020-Q2	2020-Q1	2019-Q4	2019-Q3	2019-Q2	2019-Q1	2018-Q4	2018-Q3	2018-Q2	2018-Q1	2017-Q4	2017-Q3	2017-Q2	2017-Q1	2016-Q4	2016-Q3	2016-Q2	2016-Q1	2015-Q4	2015-Q3	2015-Q2	2015-Q1	2014-Q4	2014-Q3	2014-Q2	2014-Q1	2013-Q4	2013-Q3	2013-Q2	2013-Q1	2012-Q4	2012-Q3	2012-Q2	2012-Q1	2011-Q4	2011-Q3	2011-Q2	2011-Q1	2010-Q4	2010-Q3	2010-Q2	2010-Q1	2009-Q4	2009-Q3	2009-Q2	2009-Q1	2008-Q4	2008-Q3	2008-Q2	2008-Q1	2007-Q4	2007-Q3	2007-Q2	2007-Q1	2006-Q4	2006-Q3	2006-Q2	2006-Q1	2005-Q4	2005-Q3	2005-Q2	2005-Q1	2004-Q4	2004-Q3	2004-Q2	2004-Q1	2003-Q4	2003-Q3	2003-Q2	2003-Q1	2002-Q4	2002-Q3	2002-Q2	2002-Q1	2001-Q4	2001-Q3	2001-Q2	2001-Q1	2000-Q4	2000-Q3	2000-Q2	2000-Q1	1999-Q4	1999-Q3	1999-Q2	1999-Q1	1998-Q4	1998-Q3	1998-Q2	1998-Q1	1997-Q4	1997-Q3	1997-Q2	1997-Q1	1996-Q4	1996-Q3	1996-Q2	1996-Q1	1995-Q4	1995-Q3	1995-Q2	1995-Q1	1994-Q4	1994-Q3	1994-Q2	1994-Q1	1993-Q4	1993-Q3	1993-Q2	1993-Q1	1992-Q4	1992-Q3	1992-Q2	1992-Q1	1991-Q4	1991-Q3	1991-Q2	1991-Q1	1990-Q4	1990-Q3	1990-Q2	1990-Q1	1989-Q4	1989-Q3	1989-Q2	1989-Q1	1988-Q4	1988-Q3	1988-Q2	1988-Q1	1987-Q4	1987-Q3	1987-Q2	1987-Q1	1986-Q4	1986-Q3	1986-Q2	1986-Q1	1985-Q4	1985-Q3	1985-Q2	1985-Q1	1984-Q4	1984-Q3	1984-Q2	1984-Q1	1983-Q4	1983-Q3	1983-Q2	1983-Q1	1982-Q4	1982-Q3	1982-Q2	1982-Q1	1981-Q4	1981-Q3	1981-Q2	1981-Q1	1980-Q4	1980-Q3	1980-Q2	1980-Q1	1979-Q4	1979-Q3	1979-Q2	1979-Q1	1978-Q4	1978-Q3	1978-Q2	1978-Q1	1977-Q4	1977-Q3	1977-Q2	1977-Q1	1976-Q4	1976-Q3	1976-Q2	1976-Q1	1975-Q4	1975-Q3	1975-Q2	1975-Q1	1974-Q4	1974-Q3	1974-Q2	1974-Q1	1973-Q4	1973-Q3	1973-Q2	1973-Q1	1972-Q4	1972-Q3	1972-Q2	1972-Q1	1971-Q4	1971-Q3	1971-Q2	1971-Q1	1970-Q4	1970-Q3	1970-Q2	1970-Q1	1969-Q4	1969-Q3	1969-Q2	1969-Q1	1968-Q4	1968-Q3	1968-Q2	1968-Q1	1967-Q4	1967-Q3	1967-Q2	1967-Q1	1966-Q4	1966-Q3	1966-Q2	1966-Q1	1965-Q4	1965-Q3	1965-Q2	1965-Q1	1964-Q4	1964-Q3	1964-Q2	1964-Q1	1963-Q4	1963-Q3	1963-Q2	1963-Q1	1962-Q4	1962-Q3	1962-Q2	1962-Q1	1961-Q4	1961-Q3	1961-Q2	1961-Q1	1960-Q4	1960-Q3	1960-Q2	1960-Q1	1959-Q4	1959-Q3	1959-Q2	1959-Q1	1958-Q4	1958-Q3	1958-Q2	1958-Q1	1957-Q4	1957-Q3	1957-Q2	1957-Q1	1956-Q4	1956-Q3	1956-Q2	1956-Q1	1955-Q4	1955-Q3	1955-Q2	1955-Q1	1954-Q4	1954-Q3	1954-Q2	1954-Q1	1953-Q4	1953-Q3	1953-Q2	1953-Q1	1952-Q4	1952-Q3	1952-Q2	1952-Q1	1951-Q4	1951-Q3	1951-Q2	1951-Q1	1950-Q4	1950-Q3	1950-Q2	1950-Q1	1949-Q4	1949-Q3	1949-Q2	1949-Q1	1948-Q4	1948-Q3	1948-Q2	1948-Q1	1947-Q4	1947-Q3	1947-Q2	1947-Q1	1946-Q4	1946-Q3	1946-Q2	1946-Q1	1945-Q4	1945-Q3	1945-Q2	1945-Q1	1944-Q4	1944-Q3	1944-Q2	1944-Q1	1943-Q4	1943-Q3	1943-Q2	1943-Q1	1942-Q4	1942-Q3	1942-Q2	1942-Q1	1941-Q4	1941-Q3	1941-Q2	1941-Q1	1940-Q4	1940-Q3	1940-Q2	1940-Q1	1939-Q4	1939-Q3	1939-Q2	1939-Q1	1938-Q4	1938-Q3	1938-Q2	1938-Q1	1937-Q4	1937-Q3	1937-Q2	1937-Q1	1936-Q4	1936-Q3	1936-Q2	1936-Q1	1935-Q4	1935-Q3	1935-Q2	1935-Q1	1934-Q4	1934-Q3	1934-Q2	1934-Q1	1933-Q4	1933-Q3	1933-Q2	1933-Q1	1932-Q4	1932-Q3	1932-Q2	1932-Q1	1931-Q4	1931-Q3	1931-Q2	1931-Q1	1930-Q4	1930-Q3	1930-Q2	1930-Q1	1929-Q4	1929-Q3	1929-Q2	1929-Q1	1928-Q4	1928-Q3	1928-Q2	1928-Q1	1927-Q4	1927-Q3	1927-Q2	1927-Q1	1926-Q4	1926-Q3	1926-Q2	1926-Q1	1925-Q4	1925-Q3	1925-Q2	1925-Q1
gdp-constant-(2010)-prices-agriculture,-forestry-and-fishing																164,573.38	163,272.50	187,839.24	175,840.63	152,302.34	153,819.81	185,469.67	170,560.18	165,843.75	164,537.70	196,919.62	166,191.79	160,910.91	155,679.38	178,732.26	163,483.82	153,459.90	146,483.17	166,732.38	166,920.58	157,643.20	153,358.48	177,601.07	162,078.53	168,217.06	161,827.87	176,862.79	153,049.59	154,562.39	155,220.85	170,453.56	149,022.26	148,220.41	143,979.84	166,243.11	142,670.85	142,694.99	140,834.53	162,009.51	141,787.38	141,856.51	124,300.59	155,094.17	130,651.87	134,024.88	125,143.34																																																																																																																																																																																																																																																																																																																																																				
gdp-constant-(2010)-prices-agriculture,-forestry-and-fishing-growing-of-cereals-(except-rice)																3,571.31	4,745.15	5,154.40	2,929.87	3,351.41	3,521.09	3,569.40	1,382.22	2,175.98	3,454.09	3,504.05	1,620.65	2,453.83	4,250.59	4,311.01	1,944.39	2,255.66	2,992.00	2,730.58	2,537.00	3,506.91	4,383.51	4,322.17	3,172.99	3,601.42	3,887.60	4,151.49	2,744.32	3,127.04	3,945.79	4,623.01	2,641.29	2,682.97	4,359.48	2,977.15	2,058.39	2,675.24	4,809.91	4,498.24	1,767.93	1,955.29	2,371.47	2,591.68	2,015.81	2,404.44	3,535.77																																																																																																																																																																																																																																																																																																																																																				
gdp-constant-(2010)-prices-agriculture,-forestry-and-fishing-growing-of-rice																15,334.30	11,036.56	34,550.96	15,940.69	16,151.64	11,773.78	37,047.10	13,053.04	12,752.44	11,316.49	35,606.64	13,083.17	12,864.45	8,825.74	27,710.33	8,009.75	7,552.76	5,374.71	17,023.97	12,032.76	12,678.96	10,652.60	33,564.99	15,962.79	16,224.09	10,541.29	33,275.27	10,027.49	9,533.27	8,182.59	25,885.08	14,391.88	14,867.10	10,463.05	32,951.48	9,923.65	9,433.91	9,979.55	31,429.60	15,546.64	15,872.10	7,357.04	23,055.00	13,456.23	13,950.01	9,624.91																																																																																																																																																																																																																																																																																																																																																				
gdp-constant-(2010)-prices-agriculture,-forestry-and-fishing-growing-of-vegetables-)																14,548.44	14,699.06	13,481.26	17,046.60	15,236.80	12,841.34	12,164.50	15,171.96	13,992.26	11,919.49	19,298.29	12,064.32	12,036.94	11,830.15	16,077.66	16,680.01	13,448.68	9,033.52	15,083.68	19,429.23	14,486.06	9,349.74	13,560.02	15,026.75	14,322.56	13,820.63	13,245.98	14,498.63	14,215.52	13,284.30	11,840.92	13,973.85	14,593.03	13,745.36	13,333.27	12,146.17	12,437.26	13,327.50	12,976.82	15,398.05	14,208.31	9,765.55	11,494.08	12,873.74	11,993.82	11,342.31																																																																																																																																																																																																																																																																																																																																																				
gdp-constant-(2010)-prices-agriculture,-forestry-and-fishing-growing-of-sugar-cane,-tobacco-a																643.33	615.62	498.79	615.79	621.68	602.74	460.14	528.70	570.66	440.36	380.31	520.68	489.81	429.45	392.64	526.74	648.75	475.89	450.84	591.75	749.59	555.04	421.84	498.10	514.68	446.98	510.82	589.02	673.81	512.87	546.35	663.48	709.50	521.43	516.29	625.94	640.80	470.64	489.21	574.58	629.34	448.77	521.12	658.54	702.76	559.30																																																																																																																																																																																																																																																																																																																																																				
gdp-constant-(2010)-prices-agriculture,-forestry-and-fishing-growing-of-fruits																15,518.32	16,785.93	15,735.31	18,147.06	14,571.33	15,702.54	14,785.08	16,957.30	13,868.02	14,788.42	13,605.24	15,578.62	13,196.69	13,273.43	12,540.17	13,918.67	11,352.87	12,148.80	11,275.89	12,055.07	10,862.56	12,318.02	10,640.96	10,001.09	12,719.65	14,676.03	9,894.50	10,788.72	9,668.09	10,537.09	11,281.33	8,384.77	9,296.14	8,422.80	8,754.78	9,432.39	9,984.60	10,076.04	8,796.94	9,071.76	9,642.17	10,279.77	9,260.11	9,558.03	8,776.01	9,015.64																																																																																																																																																																																																																																																																																																																																																				
gdp-constant-(2010)-prices-agriculture,-forestry-and-fishing-growing-of-oleaginous-fruits-(co																16,874.20	15,586.79	15,048.33	16,310.77	14,799.72	14,644.70	15,963.00	17,249.20	17,496.79	17,033.45	15,714.18	15,193.30	13,924.76	12,744.61	11,852.01	13,588.40	13,312.54	15,020.19	16,379.99	16,905.16	16,843.02	16,842.44	16,035.57	16,391.53	18,324.85	16,762.30	15,617.23	15,017.82	16,611.24	16,911.55	13,081.82	13,574.45	13,409.92	13,358.18	14,286.52	16,727.64	16,189.47	14,997.60	14,340.12	14,859.23	14,989.05	12,921.67	23,058.95	11,395.26	14,550.36	11,226.43																																																																																																																																																																																																																																																																																																																																																				
gdp-constant-(2010)-prices-agriculture,-forestry-and-fishing-growing-of-tea-(green-leaves)																19,248.07	16,362.00	17,108.34	15,683.54	16,966.82	11,862.52	14,846.44	16,374.47	18,877.73	16,229.87	17,882.18	14,334.70	18,523.00	16,430.31	16,242.87	16,610.11	19,514.40	14,512.11	16,087.05	14,126.02	18,329.48	15,429.75	16,598.35	17,516.52	20,517.32	17,419.20	18,029.92	17,905.38	21,825.78	16,175.36	20,129.62	16,341.25	20,297.35	17,965.70	18,854.05	17,183.69	19,597.19	16,464.59	18,043.49	16,304.33	20,456.15	16,965.08	18,107.36	17,174.04	20,773.18	16,153.08																																																																																																																																																																																																																																																																																																																																																				
gdp-constant-(2010)-prices-agriculture,-forestry-and-fishing-growing-of-other-beverage-crops																358.35	349.22	359.24	359.24	359.24	359.24	291.40	292.45	297.87	299.07	398.04	398.04	398.04	398.04	316.88	316.88	316.87	316.89	338.38	338.38	338.37	338.39	314.71	314.71	314.71	314.72	384.47	384.47	384.47	384.48	330.23	330.23	330.22	330.23	329.80	329.80	329.80	329.81	321.67	321.67	321.67	321.68	323.64	323.65	323.60	323.73																																																																																																																																																																																																																																																																																																																																																				
gdp-constant-(2010)-prices-agriculture,-forestry-and-fishing-growing-of-spices,-aromatic,-dru																17,917.60	17,270.12	17,498.36	17,354.88	17,119.59	16,463.72	16,313.99	16,116.59	16,221.27	17,571.07	16,421.98	16,544.48	16,788.90	17,158.32	16,087.32	15,597.50	15,615.12	15,900.45	16,210.64	15,670.00	15,448.33	15,601.85	15,346.91	15,235.97	14,845.91	15,367.88	15,027.67	13,785.72	13,588.39	15,103.19	12,852.89	11,861.84	12,045.40	14,072.68	11,950.55	11,094.00	10,579.06	10,802.15	8,486.44	6,806.45	6,156.74	6,697.59	7,124.72	6,759.58	6,835.87	7,747.91																																																																																																																																																																																																																																																																																																																																																				
