sub4	2025-Q1	2024-Q4	2024-Q3	2024-Q2	2024-Q1	2023-Q4	2023-Q3	2023-Q2	2023-Q1	2022-Q4	2022-Q3	2022-Q2	2022-Q1	2021-Q4	2021-Q3	2021-Q2	2021-Q1	2020-Q4	2020-Q3	2020-Q2	2020-Q1	2019-Q4	2019-Q3	2019-Q2	2019-Q1	2018-Q4	2018-Q3	2018-Q2	2018-Q1	2017-Q4	2017-Q3	2017-Q2	2017-Q1	2016-Q4	2016-Q3	2016-Q2	2016-Q1	2015-Q4	2015-Q3	2015-Q2	2015-Q1	2014-Q4	2014-Q3	2014-Q2	2014-Q1	2013-Q4	2013-Q3	2013-Q2	2013-Q1	2012-Q4	2012-Q3	2012-Q2	2012-Q1	2011-Q4	2011-Q3	2011-Q2	2011-Q1	2010-Q4	2010-Q3	2010-Q2	2010-Q1	2009-Q4	2009-Q3	2009-Q2	2009-Q1	2008-Q4	2008-Q3	2008-Q2	2008-Q1	2007-Q4	2007-Q3	2007-Q2	2007-Q1	2006-Q4	2006-Q3	2006-Q2	2006-Q1	2005-Q4	2005-Q3	2005-Q2	2005-Q1	2004-Q4	2004-Q3	2004-Q2	2004-Q1	2003-Q4	2003-Q3	2003-Q2	2003-Q1	2002-Q4	2002-Q3	2002-Q2	2002-Q1	2001-Q4	2001-Q3	2001-Q2	2001-Q1	2000-Q4	2000-Q3	2000-Q2	2000-Q1	1999-Q4	1999-Q3	1999-Q2	1999-Q1	1998-Q4	1998-Q3	1998-Q2	1998-Q1	1997-Q4	1997-Q3	1997-Q2	1997-Q1	1996-Q4	1996-Q3	1996-Q2	1996-Q1	1995-Q4	1995-Q3	1995-Q2	1995-Q1	1994-Q4	1994-Q3	1994-Q2	1994-Q1	1993-Q4	1993-Q3	1993-Q2	1993-Q1	1992-Q4	1992-Q3	1992-Q2	1992-Q1	1991-Q4	1991-Q3	1991-Q2	1991-Q1	1990-Q4	1990-Q3	1990-Q2	1990-Q1	1989-Q4	1989-Q3	1989-Q2	1989-Q1	1988-Q4	1988-Q3	1988-Q2	1988-Q1	1987-Q4	1987-Q3	1987-Q2	1987-Q1	1986-Q4	1986-Q3	1986-Q2	1986-Q1	1985-Q4	1985-Q3	1985-Q2	1985-Q1	1984-Q4	1984-Q3	1984-Q2	1984-Q1	1983-Q4	1983-Q3	1983-Q2	1983-Q1	1982-Q4	1982-Q3	1982-Q2	1982-Q1	1981-Q4	1981-Q3	1981-Q2	1981-Q1	1980-Q4	1980-Q3	1980-Q2	1980-Q1	1979-Q4	1979-Q3	1979-Q2	1979-Q1	1978-Q4	1978-Q3	1978-Q2	1978-Q1	1977-Q4	1977-Q3	1977-Q2	1977-Q1	1976-Q4	1976-Q3	1976-Q2	1976-Q1	1975-Q4	1975-Q3	1975-Q2	1975-Q1	1974-Q4	1974-Q3	1974-Q2	1974-Q1	1973-Q4	1973-Q3	1973-Q2	1973-Q1	1972-Q4	1972-Q3	1972-Q2	1972-Q1	1971-Q4	1971-Q3	1971-Q2	1971-Q1	1970-Q4	1970-Q3	1970-Q2	1970-Q1	1969-Q4	1969-Q3	1969-Q2	1969-Q1	1968-Q4	1968-Q3	1968-Q2	1968-Q1	1967-Q4	1967-Q3	1967-Q2	1967-Q1	1966-Q4	1966-Q3	1966-Q2	1966-Q1	1965-Q4	1965-Q3	1965-Q2	1965-Q1	1964-Q4	1964-Q3	1964-Q2	1964-Q1	1963-Q4	1963-Q3	1963-Q2	1963-Q1	1962-Q4	1962-Q3	1962-Q2	1962-Q1	1961-Q4	1961-Q3	1961-Q2	1961-Q1	1960-Q4	1960-Q3	1960-Q2	1960-Q1	1959-Q4	1959-Q3	1959-Q2	1959-Q1	1958-Q4	1958-Q3	1958-Q2	1958-Q1	1957-Q4	1957-Q3	1957-Q2	1957-Q1	1956-Q4	1956-Q3	1956-Q2	1956-Q1	1955-Q4	1955-Q3	1955-Q2	1955-Q1	1954-Q4	1954-Q3	1954-Q2	1954-Q1	1953-Q4	1953-Q3	1953-Q2	1953-Q1	1952-Q4	1952-Q3	1952-Q2	1952-Q1	1951-Q4	1951-Q3	1951-Q2	1951-Q1	1950-Q4	1950-Q3	1950-Q2	1950-Q1	1949-Q4	1949-Q3	1949-Q2	1949-Q1	1948-Q4	1948-Q3	1948-Q2	1948-Q1	1947-Q4	1947-Q3	1947-Q2	1947-Q1	1946-Q4	1946-Q3	1946-Q2	1946-Q1	1945-Q4	1945-Q3	1945-Q2	1945-Q1	1944-Q4	1944-Q3	1944-Q2	1944-Q1	1943-Q4	1943-Q3	1943-Q2	1943-Q1	1942-Q4	1942-Q3	1942-Q2	1942-Q1	1941-Q4	1941-Q3	1941-Q2	1941-Q1	1940-Q4	1940-Q3	1940-Q2	1940-Q1	1939-Q4	1939-Q3	1939-Q2	1939-Q1	1938-Q4	1938-Q3	1938-Q2	1938-Q1	1937-Q4	1937-Q3	1937-Q2	1937-Q1	1936-Q4	1936-Q3	1936-Q2	1936-Q1	1935-Q4	1935-Q3	1935-Q2	1935-Q1	1934-Q4	1934-Q3	1934-Q2	1934-Q1	1933-Q4	1933-Q3	1933-Q2	1933-Q1	1932-Q4	1932-Q3	1932-Q2	1932-Q1	1931-Q4	1931-Q3	1931-Q2	1931-Q1	1930-Q4	1930-Q3	1930-Q2	1930-Q1	1929-Q4	1929-Q3	1929-Q2	1929-Q1	1928-Q4	1928-Q3	1928-Q2	1928-Q1	1927-Q4	1927-Q3	1927-Q2	1927-Q1	1926-Q4	1926-Q3	1926-Q2	1926-Q1	1925-Q4	1925-Q3	1925-Q2	1925-Q1
gdp-exp.-at-constant-(2010)-prices-gross-capital-formation-(gcf)																	385,578.86	1,080,596.50	604,959.20	668,885.20	452,453.58	1,123,413.30	797,774.05	718,656.46	482,260.30	1,157,334.45	784,569.66	851,350.74	694,023.43	1,199,660.13	746,853.96	755,266.60	664,567.20	1,204,775.00	707,394.54	693,270.85	550,721.68	1,005,110.32	705,374.45	727,204.36	568,760.32	982,706.57	693,569.84	640,546.85	579,773.56	670,188.20	640,575.46	727,534.62	558,816.91	980,770.13	615,976.19	649,172.09	602,768.29	836,603.40	601,787.24	542,186.03	360,190.51	714,986.43	457,419.40	488,535.56	285,765.73																																																																																																																																																																																																																																																																																																																																																				
gdp-exp.-at-constant-(2010)-prices-gcf-gross-fixed-capital-formation																	664,362.72	664,512.88	567,626.89	492,094.19	628,333.23	727,054.40	624,555.28	614,481.40	622,489.30	652,397.54	582,761.17	650,283.92	634,264.09	680,148.04	576,560.12	582,533.79	613,570.13	681,834.32	545,043.26	520,090.30	587,616.25	577,227.42	483,242.85	504,046.33	574,405.76	586,643.68	593,886.09	418,479.99	538,658.54	484,086.51	603,281.43	506,189.68	580,532.74	501,651.26	584,851.56	465,637.75	507,934.76	463,783.72	504,910.74	400,377.72	405,878.35	441,473.90	419,414.12	326,894.84	335,064.09																																																																																																																																																																																																																																																																																																																																																				
gdp-exp.-at-constant-(2010)-prices-gcf-changes-in-inventories																	-286,268.80	408,066.64	31,068.35	175,249.02	-180,915.76	387,793.39	164,772.14	97,050.91	-148,867.65	497,363.45	194,403.94	183,738.99	16,903.06	489,596.44	146,911.25	153,278.18	28,747.08	502,501.06	145,912.02	156,918.24	(49458.12)	400,350.72	200,104.48	201,574.24	-21,890.11	386,315.36	89,751.13	215,413.01	32,186.30	176,365.99	25,203.53	200,470.86	-39,664.68	466,889.52	17,183.17	161,110.46	76,156.60	337,454.33	55,777.51	106,024.78	-66,876.69	264,623.96	20,495.48	149,324.73	-56,792.84																																																																																																																																																																																																																																																																																																																																																				
gdp-exp.-at-constant-(2010)-prices-gcf-acquisitions-less-disposal-of-valuables																	7,484.93	8,016.98	6,263.96	1,541.99	5,036.10	8,565.51	8,446.64	7,124.16	8,638.65	7,573.46	7,404.54	17,327.83	42,856.28	29,915.65	23,382.59	19,454.62	22,249.98	20,439.62	16,439.27	16,262.31	12,563.56	27,532.17	22,027.11	21,583.79	16,244.68	9,747.54	9,932.62	6,653.85	8,928.72	9,735.70	12,090.50	20,874.08	17,948.85	12,229.36	13,941.46	22,423.87	18,676.93	35,365.34	41,099.00	35,783.53	21,188.85	8,888.57	17,509.80	12,315.99	7,494.48																																																																																																																																																																																																																																																																																																																																																				
gdp-exp.-at-constant-(2010)-prices-external-demand-net-external-demand																	-282,049.47	-218,197.17	-158,126.94	-192,092.41	-264,148.01	-291,245.50	-272,696.95	-223,348.61	-190,865.56	-305,784.36	-275,992.24	-327,318.14	-366,177.50	-356,718.65	-279,107.53	-271,442.18	-324,337.07	(380278.75)	(238050.77)	(289030.01)	(249054.88)	-255,681.31	-236,436.88	-212,093.93	-239,095.29	-254,691.55	-234,850.65	-119,112.93	-161,947.56	-85,238.97	-167,377.37	-195,483.37	-184,010.26	-226,494.39	-156,140.85	-180,727.47	-192,963.31	-216,238.59	-184,277.18	-206,521.79	-136,462.80	-131,823.88	-94,755.73	-158,424.18	-80,579.94																																																																																																																																																																																																																																																																																																																																																				
gdp-exp.-at-constant-(2010)-prices-external-demand-exports-of-goods-and-services																	453,393.01	458,998.75	500,315.23	300,259.89	409,281.23	486,104.44	432,824.18	436,578.48	490,179.01	448,305.46	440,326.46	394,516.20	439,126.46	454,076.33	431,481.62	398,663.11	429,925.82	402,392.78	402,301.87	374,173.78	414,365.72	415,394.58	392,508.69	390,627.66	406,616.43	376,833.42	400,973.33	363,666.20	392,195.18	422,800.49	380,204.91	328,459.18	339,502.48	341,093.81	351,439.49	323,537.51	363,352.69	345,326.06	366,967.75	313,334.00	356,303.73	329,890.09	349,332.28	255,570.75	319,228.24																																																																																																																																																																																																																																																																																																																																																				
gdp-exp.-at-constant-(2010)-prices-external-demand-imports-of-goods-and-services																	735,442.48	677,195.92	658,442.16	492,352.30	673,429.25	777,349.94	705,521.13	659,927.09	681,044.57	754,089.82	716,318.70	721,834.33	805,303.96	810,794.99	710,589.15	670,105.29	754,262.89	782,671.53	640,352.64	663,203.79	663,420.59	671,075.89	628,945.56	602,721.59	645,711.71	631,524.97	635,823.98	482,779.13	554,142.74	508,039.45	547,582.29	523,942.55	523,512.74	567,588.20	507,580.34	504,264.98	556,316.01	561,564.65	551,244.93	519,855.79	492,766.53	461,713.97	444,088.02	413,994.93	399,808.18																																																																																																																																																																																																																																																																																																																																																				
gdp-growth-constant-(2010)-prices-agriculture,-forestry-and-fishing																																																																																																																																																																																																																																																																																																																																																																																																																	
gdp-growth-constant-(2010)-prices-industries																																																																																																																																																																																																																																																																																																																																																																																																																	
gdp-growth-constant-(2010)-prices-services																																																																																																																																																																																																																																																																																																																																																																																																																	
gdp-growth-constant-(2010)-prices-taxes-less-subsidies-on-products																																																																																																																																																																																																																																																																																																																																																																																																																	
gdp-growth-constant-(2010)-prices-gross-domestic-product																																																																																																																																																																																																																																																																																																																																																																																																																	
