sub4	2022	2021	2020	2019	2018	2017	2016	2015	2014	2013	2012	2011	2010	2009	2008	2007	2006	2005	2004	2003	2002	2001	2000	1999	1998	1997	1996	1995	1994	1993	1992	1991	1990	1989	1988	1987	1986	1985	1984	1983	1982	1981	1980	1979	1978	1977	1976	1975	1974	1973	1972	1971	1970	1969	1968	1967	1966	1965	1964	1963	1962	1961	1960	1959	1958	1957	1956	1955	1954	1953	1952	1951	1950	1949	1948	1947	1946	1945	1944	1943	1942	1941	1940	1939	1938	1937	1936	1935	1934	1933	1932	1931	1930	1929	1928	1927	1926	1925	1924	1923	1922
gdp-constant-(2010)-prices-agriculture,-forestry-and-fishing			669,801.87	686,411.75	679,701.69	642,159.15	644,654.63	669,724.52	639,695.58	611,676.08	592,443.43	569,954.03	544,914.27																																																																																								
gdp-constant-(2010)-prices-agriculture,-forestry-and-fishing-growing-of-cereals-(except-rice)			14,956.77	10,581.69	11,829.12	11,503.07	13,157.99	14,984.17	13,968.64	14,306.76	12,520.69	10,592.92	10,547.70																																																																																								
gdp-constant-(2010)-prices-agriculture,-forestry-and-fishing-growing-of-rice			78,417.07	74,169.07	70,380.00	48,647.55	52,388.29	76,293.15	61,018.61	65,607.12	62,288.59	70,205.38	60,086.15																																																																																								
gdp-constant-(2010)-prices-agriculture,-forestry-and-fishing-growing-of-vegetables-)			58,606.01	53,248.22	55,229.70	55,239.87	58,348.71	56,729.95	55,244.42	54,153.16	51,244.20	52,348.73	47,703.95																																																																																								
gdp-constant-(2010)-prices-agriculture,-forestry-and-fishing-growing-of-sugar-cane,-tobacco-a			2,339.00	1,999.86	1,820.24	2,044.02	2,347.22	1,881.59	2,286.51	2,440.76	2,253.67	2,141.89	2,441.73																																																																																								
gdp-constant-(2010)-prices-agriculture,-forestry-and-fishing-growing-of-fruits			64,156.24	60,398.82	55,653.98	49,960.51	46,511.54	48,037.73	40,888.40	37,385.04	38,247.80	37,790.63	36,609.79																																																																																								
gdp-constant-(2010)-prices-agriculture,-forestry-and-fishing-growing-of-oleaginous-fruits-(co			60,803.53	67,742.44	57,576.85	53,773.13	66,970.60	67,514.25	64,157.84	53,424.37	62,201.22	57,110.07	60,230.99																																																																																								
gdp-constant-(2010)-prices-agriculture,-forestry-and-fishing-growing-of-tea-(green-leaves)			61,621.21	66,328.52	67,170.20	66,879.50	63,972.30	72,051.38	73,936.44	74,733.93	72,099.51	71,769.05	72,207.68																																																																																								
gdp-constant-(2010)-prices-agriculture,-forestry-and-fishing-growing-of-other-beverage-crops			1,436.95	1,181.22	1,592.15	1,267.53	1,353.51	1,258.85	1,537.88	1,320.91	1,319.21	1,286.69	1,294.62																																																																																								
gdp-constant-(2010)-prices-agriculture,-forestry-and-fishing-growing-of-spices,-aromatic,-dru			68,436.56	66,222.92	66,913.67	63,200.38	62,930.82	60,796.68	57,504.97	50,832.80	44,425.75	28,147.22	28,468.08																																																																																								
gdp-constant-(2010)-prices-agriculture,-forestry-and-fishing-growing-of-rubber			23,830.63	22,778.74	25,157.61	24,164.86	23,028.44	25,782.96	28,688.21	37,986.96	44,249.27	45,955.61	44,410.93																																																																																								
gdp-constant-(2010)-prices-agriculture,-forestry-and-fishing-growing-of-other-perennial-crops			16,680.62	16,379.94	16,302.87	16,716.72	16,483.78	16,839.00	15,401.92	14,343.81	15,166.55	14,665.69	14,496.39																																																																																								
gdp-constant-(2010)-prices-agriculture,-forestry-and-fishing-animal-production			61,566.00	64,744.29	63,417.93	58,728.68	55,631.00	51,856.54	47,949.89	36,598.87	29,510.77	26,358.88	27,229.78																																																																																								
gdp-constant-(2010)-prices-agriculture,-forestry-and-fishing-plant-propagation-and-support-ac			8,362.69	8,403.91	9,258.40	9,237.63	10,209.78	10,420.70	9,766.91	9,183.20	9,105.49	8,436.41	8,532.56																																																																																								
gdp-constant-(2010)-prices-agriculture,-forestry-and-fishing-forestry-and-logging			54,066.40	58,846.45	58,919.80	62,544.81	52,485.14	48,362.38	47,450.25	43,044.18	38,187.69	42,504.89	43,338.68																																																																																								
gdp-constant-(2010)-prices-agriculture,-forestry-and-fishing-marine-fishing-and-marine-aquacu			75,592.52	96,588.61	102,174.85	103,043.07	105,100.34	104,412.57	105,822.34	103,879.12	97,063.40	89,575.39	77,578.51																																																																																								
