sub4	2025-Q1	2024-Q4	2024-Q3	2024-Q2	2024-Q1	2023-Q4	2023-Q3	2023-Q2	2023-Q1	2022-Q4	2022-Q3	2022-Q2	2022-Q1	2021-Q4	2021-Q3	2021-Q2	2021-Q1	2020-Q4	2020-Q3	2020-Q2	2020-Q1	2019-Q4	2019-Q3	2019-Q2	2019-Q1	2018-Q4	2018-Q3	2018-Q2	2018-Q1	2017-Q4	2017-Q3	2017-Q2	2017-Q1	2016-Q4	2016-Q3	2016-Q2	2016-Q1	2015-Q4	2015-Q3	2015-Q2	2015-Q1	2014-Q4	2014-Q3	2014-Q2	2014-Q1	2013-Q4	2013-Q3	2013-Q2	2013-Q1	2012-Q4	2012-Q3	2012-Q2	2012-Q1	2011-Q4	2011-Q3	2011-Q2	2011-Q1	2010-Q4	2010-Q3	2010-Q2	2010-Q1	2009-Q4	2009-Q3	2009-Q2	2009-Q1	2008-Q4	2008-Q3	2008-Q2	2008-Q1	2007-Q4	2007-Q3	2007-Q2	2007-Q1	2006-Q4	2006-Q3	2006-Q2	2006-Q1	2005-Q4	2005-Q3	2005-Q2	2005-Q1	2004-Q4	2004-Q3	2004-Q2	2004-Q1	2003-Q4	2003-Q3	2003-Q2	2003-Q1	2002-Q4	2002-Q3	2002-Q2	2002-Q1	2001-Q4	2001-Q3	2001-Q2	2001-Q1	2000-Q4	2000-Q3	2000-Q2	2000-Q1	1999-Q4	1999-Q3	1999-Q2	1999-Q1	1998-Q4	1998-Q3	1998-Q2	1998-Q1	1997-Q4	1997-Q3	1997-Q2	1997-Q1	1996-Q4	1996-Q3	1996-Q2	1996-Q1	1995-Q4	1995-Q3	1995-Q2	1995-Q1	1994-Q4	1994-Q3	1994-Q2	1994-Q1	1993-Q4	1993-Q3	1993-Q2	1993-Q1	1992-Q4	1992-Q3	1992-Q2	1992-Q1	1991-Q4	1991-Q3	1991-Q2	1991-Q1	1990-Q4	1990-Q3	1990-Q2	1990-Q1	1989-Q4	1989-Q3	1989-Q2	1989-Q1	1988-Q4	1988-Q3	1988-Q2	1988-Q1	1987-Q4	1987-Q3	1987-Q2	1987-Q1	1986-Q4	1986-Q3	1986-Q2	1986-Q1	1985-Q4	1985-Q3	1985-Q2	1985-Q1	1984-Q4	1984-Q3	1984-Q2	1984-Q1	1983-Q4	1983-Q3	1983-Q2	1983-Q1	1982-Q4	1982-Q3	1982-Q2	1982-Q1	1981-Q4	1981-Q3	1981-Q2	1981-Q1	1980-Q4	1980-Q3	1980-Q2	1980-Q1	1979-Q4	1979-Q3	1979-Q2	1979-Q1	1978-Q4	1978-Q3	1978-Q2	1978-Q1	1977-Q4	1977-Q3	1977-Q2	1977-Q1	1976-Q4	1976-Q3	1976-Q2	1976-Q1	1975-Q4	1975-Q3	1975-Q2	1975-Q1	1974-Q4	1974-Q3	1974-Q2	1974-Q1	1973-Q4	1973-Q3	1973-Q2	1973-Q1	1972-Q4	1972-Q3	1972-Q2	1972-Q1	1971-Q4	1971-Q3	1971-Q2	1971-Q1	1970-Q4	1970-Q3	1970-Q2	1970-Q1	1969-Q4	1969-Q3	1969-Q2	1969-Q1	1968-Q4	1968-Q3	1968-Q2	1968-Q1	1967-Q4	1967-Q3	1967-Q2	1967-Q1	1966-Q4	1966-Q3	1966-Q2	1966-Q1	1965-Q4	1965-Q3	1965-Q2	1965-Q1	1964-Q4	1964-Q3	1964-Q2	1964-Q1	1963-Q4	1963-Q3	1963-Q2	1963-Q1	1962-Q4	1962-Q3	1962-Q2	1962-Q1	1961-Q4	1961-Q3	1961-Q2	1961-Q1	1960-Q4	1960-Q3	1960-Q2	1960-Q1	1959-Q4	1959-Q3	1959-Q2	1959-Q1	1958-Q4	1958-Q3	1958-Q2	1958-Q1	1957-Q4	1957-Q3	1957-Q2	1957-Q1	1956-Q4	1956-Q3	1956-Q2	1956-Q1	1955-Q4	1955-Q3	1955-Q2	1955-Q1	1954-Q4	1954-Q3	1954-Q2	1954-Q1	1953-Q4	1953-Q3	1953-Q2	1953-Q1	1952-Q4	1952-Q3	1952-Q2	1952-Q1	1951-Q4	1951-Q3	1951-Q2	1951-Q1	1950-Q4	1950-Q3	1950-Q2	1950-Q1	1949-Q4	1949-Q3	1949-Q2	1949-Q1	1948-Q4	1948-Q3	1948-Q2	1948-Q1	1947-Q4	1947-Q3	1947-Q2	1947-Q1	1946-Q4	1946-Q3	1946-Q2	1946-Q1	1945-Q4	1945-Q3	1945-Q2	1945-Q1	1944-Q4	1944-Q3	1944-Q2	1944-Q1	1943-Q4	1943-Q3	1943-Q2	1943-Q1	1942-Q4	1942-Q3	1942-Q2	1942-Q1	1941-Q4	1941-Q3	1941-Q2	1941-Q1	1940-Q4	1940-Q3	1940-Q2	1940-Q1	1939-Q4	1939-Q3	1939-Q2	1939-Q1	1938-Q4	1938-Q3	1938-Q2	1938-Q1	1937-Q4	1937-Q3	1937-Q2	1937-Q1	1936-Q4	1936-Q3	1936-Q2	1936-Q1	1935-Q4	1935-Q3	1935-Q2	1935-Q1	1934-Q4	1934-Q3	1934-Q2	1934-Q1	1933-Q4	1933-Q3	1933-Q2	1933-Q1	1932-Q4	1932-Q3	1932-Q2	1932-Q1	1931-Q4	1931-Q3	1931-Q2	1931-Q1	1930-Q4	1930-Q3	1930-Q2	1930-Q1	1929-Q4	1929-Q3	1929-Q2	1929-Q1	1928-Q4	1928-Q3	1928-Q2	1928-Q1	1927-Q4	1927-Q3	1927-Q2	1927-Q1	1926-Q4	1926-Q3	1926-Q2	1926-Q1	1925-Q4	1925-Q3	1925-Q2	1925-Q1
gdp-constant-(2010)-prices-industries-mining-and-quarrying																46,875.10	53,119.72	59,964.65	51,927.75	39,747.93	51,232.65	57,699.86	55,925.13	55,540.77	62,727.28	57,353.88	53,262.27	55,813.69	59,075.66	67,634.46	53,788.99	56,698.47	59,704.66	62,404.04	54,408.44	48,093.80	52,670.68	49,511.68	47,301.35	42,299.62	52,032.64	55,181.71	45,454.84	45,693.17	55,283.24	45,781.89	46,584.90	46,318.78	59,761.27	48,385.27	44,674.86	41,455.96	49,952.22	37,241.72	43,885.66	32,241.68	34,730.97	32,169.21	33,045.07	30,126.57	29,585.26																																																																																																																																																																																																																																																																																																																																																				
gdp-constant-(2010)-prices-industries-manufacture-of-textiles,-wearing-apparel-and-leather-rel																56,943.09	108,971.68	43,667.20	108,219.33	35,444.34	100,513.06	44,917.42	105,972.01	61,584.45	114,328.91	44,896.91	105,894.11	61,327.74	112,446.34	40,704.51	98,485.46	57,039.80	107,860.41	39,634.12	91,587.88	53,804.07	103,975.15	41,634.64	95,209.48	53,683.98	92,190.95	38,808.71	91,768.09	55,907.67	90,315.48	38,183.60	81,221.12	52,230.39	92,891.87	40,905.26	63,632.27	53,424.55	86,534.00	40,357.05	70,018.44	52,132.53	75,746.40	55,441.60	73,318.11	62,013.43	74,131.89																																																																																																																																																																																																																																																																																																																																																				
gdp-constant-(2010)-prices-industries-manufacture-of-wood-and-of-products-of-wood-and-cork,-ex																2,800.97	12,019.25	9,701.24	6,168.49	2,121.16	10,733.90	10,862.20	6,559.13	3,284.22	10,472.48	10,812.37	6,715.63	4,029.14	12,675.45	12,027.04	6,831.43	3,602.91	10,447.55	12,383.96	6,431.46	3,857.26	10,182.75	11,794.97	6,009.44	3,119.01	6,396.63	6,882.78	4,319.62	4,521.63	7,415.12	5,387.45	5,054.80	5,279.14	9,536.16	6,520.49	4,615.53	3,888.98	8,446.79	7,536.80	5,898.48	6,232.58	11,852.78	6,839.48	5,481.81	5,166.93	8,829.43																																																																																																																																																																																																																																																																																																																																																				
gdp-constant-(2010)-prices-industries-manufacture-of-rubber-and-plastic-products																23,851.05	11,573.05	20,816.07	22,962.14	14,301.49	10,254.45	23,701.41	22,332.60	25,154.35	11,820.82	26,829.02	22,707.96	24,962.26	11,433.35	28,228.51	22,263.67	24,909.04	10,800.29	24,807.35	19,971.01	21,896.67	10,380.24	24,178.76	19,140.06	23,058.74	9,766.00	19,266.17	19,244.95	22,343.01	11,054.90	26,961.80	19,071.89	25,718.24	10,434.72	23,952.29	19,199.30	28,425.29	11,729.82	20,358.30	18,641.73	26,066.03	10,589.95	16,155.05	15,874.22	19,976.28	11,251.06																																																																																																																																																																																																																																																																																																																																																				
gdp-constant-(2010)-prices-industries-manufacture-of-other-non-metallic-mineral-products																22,528.63	23,782.92	26,813.24	18,454.56	15,948.82	20,627.63	24,361.61	18,399.38	20,987.92	21,591.61	22,919.99	16,728.51	20,316.57	21,799.06	22,731.67	15,906.39	19,425.32	19,758.00	23,295.71	13,535.46	16,605.41	16,223.64	21,812.41	15,627.69	19,012.96	18,737.87	20,793.46	17,372.23	20,554.52	19,950.57	22,985.47	15,593.74	19,701.04	22,756.39	25,352.18	15,064.52	23,951.37	22,722.20	24,764.34	17,788.78	24,159.64	19,491.28	21,604.08	17,887.97	23,366.32	16,408.81																																																																																																																																																																																																																																																																																																																																																				
gdp-constant-(2010)-prices-industries-other-manufacturing,-and-repair-and-installation-of-mach																15,724.21	19,565.17	15,657.86	22,239.54	12,279.73	19,446.00	15,075.77	23,360.38	16,409.09	20,194.47	15,262.69	24,159.37	16,441.14	20,725.56	16,901.59	22,163.50	16,397.54	21,480.11	18,416.70	16,576.93	15,574.65	20,354.63	19,790.81	16,506.05	15,160.31	17,052.21	16,132.95	12,932.29	11,847.82	15,079.47	12,064.90	8,527.99	11,260.48	12,589.62	9,684.94	11,277.57	9,570.03	11,429.38	8,122.77	10,081.71	7,484.66	8,865.47	9,615.27	14,743.07	11,226.66	13,074.60																																																																																																																																																																																																																																																																																																																																																				
gdp-constant-(2010)-prices-industries-water-collection,-treatment-and-supply																4,100.96	4,031.41	4,005.56	3,993.65	3,972.89	3,893.71	3,752.63	3,839.65	3,834.82	3,711.51	3,610.83	3,669.26	3,581.23	3,489.64	3,354.03	3,421.10	3,416.05	3,371.02	3,397.37	3,438.37	3,303.82	2,832.26	3,056.18	3,088.03	2,984.61	2,893.87	2,846.67	2,932.48	2,901.07	2,823.28	2,792.87	2,789.14	2,735.69	2,656.88	2,667.91	2,687.67	2,648.75	2,550.17	2,503.91	2,526.94	2,457.88	2,356.91	2,355.95	2,383.96	2,354.14	2,286.62																																																																																																																																																																																																																																																																																																																																																				
gdp-constant-(2010)-prices-industries-sewerage,-waste,-treatment-and-disposal-activities																7,639.85	7,585.16	7,347.05	8,589.32	8,103.42	8,038.29	7,952.93	8,197.78	8,133.62	8,118.52	7,819.36	7,555.87	7,291.84	7,540.14	7,128.52	7,262.08	7,104.22	6,820.84	6,518.36	6,503.25	6,521.49	5,996.50	5,797.24	5,546.54	5,364.95	4,972.54	4,574.14	4,327.61	4,258.76	4,194.35	3,997.89	3,822.22	3,817.00	3,873.80	3,706.09	3,760.79	3,549.83	3,554.86	2,945.71	3,053.26	2,965.95	3,176.05	2,917.22	2,979.24	2,951.15	2,864.72																																																																																																																																																																																																																																																																																																																																																				
gdp-constant-(2010)-prices-services																1,303,929.28	1,411,836.45	1,531,434.34	1,480,253.04	1,213,373.26	1,370,407.96	1,503,563.50	1,449,899.93	1,393,506.06	1,331,515.20	1,467,928.31	1,423,591.29	1,383,840.75	1,279,964.30	1,409,127.08	1,363,996.74	1,322,957.58	1,217,353.51	1,362,389.44	1,326,219.58	1,273,265.11	1,165,741.30	1,281,718.52	1,253,787.37	1,231,457.28	1,127,753.75	1,238,556.26	1,174,066.41	1,145,933.04	1,059,945.60	1,109,457.32	1,142,589.23	1,108,661.18	1,044,936.75	1,118,232.02	1,082,877.29	1,029,111.62	1,015,239.91	1,027,378.32	978,146.53	925,935.71	885,694.29	960,643.49	916,043.16	834,570.08	793,066.12																																																																																																																																																																																																																																																																																																																																																				
gdp-constant-(2010)-prices-services-wholesale-and-retail-trade																288,378.11	292,226.45	246,051.34	273,553.69	285,601.57	281,730.31	245,270.44	265,955.36	290,354.67	270,266.64	235,199.17	260,147.57	286,456.52	258,556.74	227,104.57	246,835.02	274,963.47	244,764.31	214,796.40	238,966.04	268,734.97	234,590.71	206,978.61	232,909.98	266,333.17	226,994.41	190,569.36	220,483.01	258,454.48	214,587.06	192,572.93	241,219.23	220,415.88	205,768.63	217,998.74	211,895.39	207,596.53	211,195.21	206,207.83	200,116.16	192,446.53	189,277.09	184,927.35	182,129.09	173,301.11	165,420.78																																																																																																																																																																																																																																																																																																																																																				
