sub3	2022	2021	2020	2019	2018	2017	2016	2015	2014	2013	2012	2011	2010	2009	2008	2007	2006	2005	2004	2003	2002	2001	2000	1999	1998	1997	1996	1995	1994	1993	1992	1991	1990	1989	1988	1987	1986	1985	1984	1983	1982	1981	1980	1979	1978	1977	1976	1975	1974	1973	1972	1971	1970	1969	1968	1967	1966	1965	1964	1963	1962	1961	1960	1959	1958	1957	1956	1955	1954	1953	1952	1951	1950	1949	1948	1947	1946	1945	1944	1943	1942	1941	1940	1939	1938	1937	1936	1935	1934	1933	1932	1931	1930	1929	1928	1927	1926	1925	1924	1923	1922
Analysis of Revenue Collection of Provincial Councils-Licence Fee-Liquor-Southern			n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	-	3	50	37	46	40	18	21	12	11	n.a.	13	9																																																																													
Analysis of Revenue Collection of Provincial Councils-Licence Fee-Liquor-Northern			n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	-	-	-	-	-	-	-	-	-	-	n.a.	-	-																																																																													
Analysis of Revenue Collection of Provincial Councils-Licence Fee-Liquor-Eastern			n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	29	-	-	-	-	-	-	-	-	-	n.a.	-	-																																																																													
Analysis of Revenue Collection of Provincial Councils-Licence Fee-Liquor-North-Western			n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	69	49	29	14	40	22	26	18	15	12	n.a.	10	34																																																																													
Analysis of Revenue Collection of Provincial Councils-Licence Fee-Liquor-North-Central			n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	-	-	-	-	-	-	-	-	-	-	n.a.	-	13																																																																													
Analysis of Revenue Collection of Provincial Councils-Licence Fee-Liquor-Uva			n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	54	40	11	21	37	54	17	12	11	8	n.a.	9	-																																																																													
Analysis of Revenue Collection of Provincial Councils-Licence Fee-Liquor-Sabaragamuwa			n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	44	38	26	10	31	26	22	16	15	11	n.a.	10	9																																																																													
Analysis of Revenue Collection of Provincial Councils-Licence Fee-Liquor-Total			n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	577	529	381	143	383	390	299	226	205	147	126	-	118	118	93	89																																																																										
Analysis of Revenue Collection of Provincial Councils-Licence Fee-Others-Western			-	-	-	-	-	-	-	-	-	7,359	96	81	28	75	95	69	49	55	47	n.a.	41	-																																																																													
Analysis of Revenue Collection of Provincial Councils-Licence Fee-Others-Central			6.00	7	10.00	13	5	4	3	2	-	1,369	...	-	-	-	1	0	0	0	-	n.a.	0.31	-																																																																													
Analysis of Revenue Collection of Provincial Councils-Licence Fee-Others-Southern			2.00	2	1.00	2	2	3	2	1	1	64	58	2	-	1	1	0	1	1	1	n.a.	0.34	-																																																																													
Analysis of Revenue Collection of Provincial Councils-Licence Fee-Others-Northern			?	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	n.a.	-	-																																																																													
Analysis of Revenue Collection of Provincial Councils-Licence Fee-Others-Eastern			-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	n.a.	-	-																																																																													
Analysis of Revenue Collection of Provincial Councils-Licence Fee-Others-North-Western			?	-	-	-	-	-	1	-	...	1,366	...	-	-	-	-	0	0	10	-	n.a.	-	-																																																																													
Analysis of Revenue Collection of Provincial Councils-Licence Fee-Others-North-Central			?	...	...	...	...	...	...	...	...	861	3	4	1	147	-	0	0	0	-	n.a.	0.01	-																																																																													
Analysis of Revenue Collection of Provincial Councils-Licence Fee-Others-Uva			?	...	...	...	...	...	1	...	...	6	7	12	4	-	-	3	7	7	3	n.a.	1	-																																																																													
Analysis of Revenue Collection of Provincial Councils-Licence Fee-Others-Sabaragamuwa			?	...	-	-	...	...	...	...	...	...	...	-	1	-	-	1	0	1	1	n.a.	0.17	-																																																																													
Analysis of Revenue Collection of Provincial Councils-Licence Fee-Others-Total			7	6	12	15	7	6	7	4	1	11,024	164	99	29	223	101	73	57	73	52	43	-	-	-	35	31																																																																										
