sub4	2022	2021	2020	2019	2018	2017	2016	2015	2014	2013	2012	2011	2010	2009	2008	2007	2006	2005	2004	2003	2002	2001	2000	1999	1998	1997	1996	1995	1994	1993	1992	1991	1990	1989	1988	1987	1986	1985	1984	1983	1982	1981	1980	1979	1978	1977	1976	1975	1974	1973	1972	1971	1970	1969	1968	1967	1966	1965	1964	1963	1962	1961	1960	1959	1958	1957	1956	1955	1954	1953	1952	1951	1950	1949	1948	1947	1946	1945	1944	1943	1942	1941	1940	1939	1938	1937	1936	1935	1934	1933	1932	1931	1930	1929	1928	1927	1926	1925	1924	1923	1922
gdp-current-prices-(2002-series)-services-wholesale-and-retail-trade								1,937,367	1,837,607.80	1,662,498.10	1,519,994.70	1,357,662.47	1,096,961.16	948,424.60	949,371.80	790,628.08	659,596.94	569,255.03	513,497.59	441,950.22	389,332.20																																																																																
gdp-current-prices-(2002-series)-services-wholesale-and-retail-trade-import-trade								566,070	557,216.00	512,986.72	509,664.00	468,712.86	341,798.27	282,928.60	343,254.00	282,510.03	231,483.00	206,712.52	191,997.33	159,964.46	149,845.00																																																																																
gdp-current-prices-(2002-series)-services-wholesale-and-retail-trade-export-trade								236,774	242,206.00	224,238.47	203,738.60	186,903.88	157,589.70	138,949.70	148,799.10	141,973.46	118,686.04	106,491.91	101,340.86	88,960.16	77,334.20																																																																																
gdp-current-prices-(2002-series)-services-wholesale-and-retail-trade-domestic-trade								1,134,523	1,038,185.80	925,272.91	806,592.10	702,045.73	597,573.18	526,546.30	457,318.70	366,144.58	309,427.90	256,050.60	220,159.40	193,025.60	162,153.00																																																																																
gdp-current-prices-(2002-series)-services-hotels-and-restaurants								88,622	80,234.86	69,104.73	57,943.44	44,253.87	33,213.43	24,988.00	20,611.41	18,366.60	16,645.80	14,217.80	11,763.00	9,277.00	3,459.90																																																																																
gdp-current-prices-(2002-series)-services-transport-and-communication								1,407,542	1,318,017.76	1,162,668.80	988,688.08	818,386.04	709,399.66	599,933.80	530,980.00	423,819.80	344,909.40	287,490.80	240,306.70	200,702.20	173,744.60																																																																																
gdp-current-prices-(2002-series)-services-transport-and-communication-transport								1,342,243	1,244,178.91	1,098,388.40	925,764.31	753,941.56	656,468.96	558,206.00	446,677.20	353,401.70	289,237.40	244,104.10	209,796.30	175,398.00	153,441.30																																																																																
gdp-current-prices-(2002-series)-services-transport-and-communication-cargo-handling-ports-a								15,693	32,507.79	32,131.80	32,726.95	28,149.23	25,667.30	21,488.30	21,584.50	18,500.60	16,511.90	14,537.00	11,863.90	10,852.90	10,292.80																																																																																
gdp-current-prices-(2002-series)-services-transport-and-communication-post-and-telecommunica								49,605	41,331.07	32,148.60	30,196.82	36,295.25	27,263.40	20,239.50	62,718.30	51,917.50	39,160.10	28,849.70	18,646.50	14,451.30	10,010.50																																																																																
gdp-current-prices-(2002-series)-services-banking,-insurance-and-real-estate-etc.								1,234,163	1,084,276.80	946,043.83	841,369.32	709,315.54	597,539.70	499,303.90	413,322.30	328,157.88	266,972.00	205,322.00	178,119.00	153,869.00	130,465.20																																																																																
gdp-current-prices-(2002-series)-services-ownership-of-dwellings								357,866	329,451.29	248,633.10	212,129.12	189,269.13	171,871.36	161,485.00	141,793.60	126,211.75	103,200.80	88,758.70	77,675.90	73,032.90	68,370.80																																																																																
gdp-current-prices-(2002-series)-services-government-services								799,081	660,788.01	651,395.30	570,976.06	532,455.36	500,547.37	445,543.00	380,764.60	333,758.00	257,837.00	206,497.00	163,474.00	142,793.00	139,094.00																																																																																
gdp-current-prices-(2002-series)-services-private-services								218,955	201,191.79	184,822.46	165,736.08	143,550.60	127,393.20	107,218.90	88,255.17	68,905.10	55,901.80	50,886.30	45,375.30	41,693.10	39,691.00																																																																																
gdp-exp.-at-current-mp-(2002-series)-external-demand-imports-of-goods-and-services									3,021,530.00	2,775,711.00	2,766,060.00	2,460,830.00	1,719,605.00	1,345,215.70	1,699,328.00	1,413,278.30	1,208,757.00	1,012,192.10	923,149.00	741,430.00	677,676.00																																																																																
gdp-exp.-at-current-mp-(2002-series)-external-demand-exports-of-goods-and-services									2,185,038.52	1,949,158.04	1,730,467.00	1,508,565.00	1,254,021.00	1,031,289.20	1,095,679.00	1,041,934.70	885,380.70	793,153.40	738,713.00	631,549.00	571,195.00																																																																																
gdp-exp.-at-current-mp-(2002-series)-consumption-total-consumption-expenditure									7,716,176.80	6,940,568.60	6,295,894.00	5,536,095.00	4,524,187.81	3,967,770.22	3,799,083.77	2,949,712.00	2,439,816.00	2,013,802.00	1,747,261.00	1,531,033.00	1,374,112.00																																																																																
gdp-exp.-at-current-mp-(2002-series)-consumption-private-consumption-expenditure									6,398,345.30	5,803,277.27	5,274,451.00	4,568,393.00	3,651,577.81	3,116,221.22	3,085,296.00	2,403,167.00	1,988,378.00	1,692,765.00	1,483,192.00	1,309,411.00	1,166,027.00																																																																																
gdp-exp.-at-current-mp-(2002-series)-consumption-govt.-consumption-expenditure									1,317,831.50	1,137,291.32	1,021,443.00	967,702.00	872,610.00	851,549.00	713,787.77	546,545.00	451,438.00	321,037.00	264,069.00	221,622.00	208,085.00																																																																																
gdp-exp.-at-current-mp-(2002-series)-consumption-pce-food,-beverages-and-tobacco									2,259,878.00	2,139,803.55	1,989,008.50	1,847,418.40	1,446,641.00	1,191,097.00	1,163,894.00	984,151.50	820,305.00	662,163.00	614,288.00	597,368.00	557,445.00																																																																																
gdp-exp.-at-current-mp-(2002-series)-consumption-pce-clothing-and-footwear									364,280.00	315,679.10	286,981.00	253,399.40	218,211.00	174,546.00	175,790.00	154,533.50	151,459.00	145,934.00	137,354.00	112,908.00	100,541.00																																																																																
gdp-exp.-at-current-mp-(2002-series)-consumption-pce-housing,-water,-electricity,-gas-and-ot									867,980.00	767,507.73	653,970.00	570,173.40	410,072.00	373,987.00	394,810.00	266,147.00	203,593.96	169,302.28	155,153.00	140,219.00	125,274.60																																																																																
gdp-exp.-at-current-mp-(2002-series)-consumption-pce-furnishings,household-equipment-and-rou									248,673.00	221,208.07	207,859.00	197,204.40	180,260.00	183,878.00	178,811.00	147,964.00	131,107.00	101,663.04	69,044.00	49,866.00	34,753.00																																																																																
gdp-exp.-at-current-mp-(2002-series)-consumption-pce-health									103,243.00	92,477.18	83,276.00	80,327.00	73,306.00	68,564.00	56,480.00	40,248.00	30,392.52	25,278.87	22,731.00	16,395.00	17,527.00																																																																																
gdp-exp.-at-current-mp-(2002-series)-consumption-pce-transport									1,456,587.00	1,352,448.14	1,240,817.00	963,637.00	774,730.00	657,572.00	669,375.00	460,555.00	375,769.00	338,040.00	270,307.00	209,701.60	170,084.00																																																																																
gdp-exp.-at-current-mp-(2002-series)-consumption-pce-leisure,-entertainment-and-culture									140,418.00	110,922.18	101,711.00	95,371.00	90,286.00	169,032.00	183,010.00	85,349.00	59,429.00	43,218.00	40,021.00	34,964.00	31,669.00																																																																																
gdp-exp.-at-current-mp-(2002-series)-consumption-pce-education									31,716.00	24,375.87	19,245.30	15,265.00	12,495.00	3,116.00	2,820.00	2,484.00	2,210.12	2,022.93	1,886.50	1,807.00	1,672.00																																																																																
gdp-exp.-at-current-mp-(2002-series)-consumption-pce-hotels,-cafes-and-restaurants									150,433.00	113,720.29	87,786.00	58,336.00	48,478.00	46,749.00	45,350.00	38,630.00	35,798.37	29,567.90	26,422.00	24,568.00	20,682.00																																																																																
gdp-exp.-at-current-mp-(2002-series)-consumption-pce-miscellaneous-goods-and-services									228,353.00	220,043.16	204,215.00	185,309.00	174,825.00	92,756.00	79,170.00	100,731.00	75,481.00	73,214.00	47,781.00	42,661.00	40,096.00																																																																																
gdp-exp.-at-current-mp-(2002-series)-consumption-pce-expenditure-abroad-of-residents									836,791.00	715,090.00	585,226.40	426,593.00	338,286.67	250,977.00	236,946.00	214,395.19	182,950.42	167,389.80	157,352.00	131,624.60	115,522.60																																																																																
