sub4	2022	2021	2020	2019	2018	2017	2016	2015	2014	2013	2012	2011	2010	2009	2008	2007	2006	2005	2004	2003	2002	2001	2000	1999	1998	1997	1996	1995	1994	1993	1992	1991	1990	1989	1988	1987	1986	1985	1984	1983	1982	1981	1980	1979	1978	1977	1976	1975	1974	1973	1972	1971	1970	1969	1968	1967	1966	1965	1964	1963	1962	1961	1960	1959	1958	1957	1956	1955	1954	1953	1952	1951	1950	1949	1948	1947	1946	1945	1944	1943	1942	1941	1940	1939	1938	1937	1936	1935	1934	1933	1932	1931	1930	1929	1928	1927	1926	1925	1924	1923	1922
gdp-exp.-at-current-mp-(2002-series)-gross-domestic-capital-formation									2,904,987.10	2,560,214.15	2,318,253.00	1,959,483.00	1,545,499.71	1,181,449.02	1,215,247.63	1,000,320.03	822,239.96	658,018.69	528,016.29	401,316.32	368,405.51																																																																																
gdp-exp.-at-current-mp-(2002-series)-gdcf-gross-domestic-fixed-capital-formation-private									2,119,243.00	1,946,925.00	1,695,184.00	1,402,217.00	1,128,151.13	838,629.00	852,708.00	714,084.00	624,972.00	478,916.60	422,060.40	318,909.00	288,886.41																																																																																
gdp-exp.-at-current-mp-(2002-series)-gdcf-gross-domestic-fixed-capital-formation-government									633,020.00	589,723.00	494,621.00	370,298.00	323,850.87	308,811.00	262,602.00	170,604.00	105,938.00	94,346.50	51,262.40	46,285.00	39,519.10																																																																																
gdp-exp.-at-current-mp-(2002-series)-gdcf-gross-domestic-fixed-capital-formation									2,752,263.00	2,536,648.00	2,189,805.00	1,772,515.00	1,452,002.00	1,147,440.00	1,115,310.00	884,688.00	730,910.00	573,263.10	473,322.80	365,194.00	328,405.51																																																																																
gdp-exp.-at-current-mp-(2002-series)-gdcf-changes-in-stocks									152,724.10	23,566.15	128,448.00	186,968.00	93,497.71	34,009.02	99,937.63	115,632.03	91,329.96	84,755.59	54,693.49	36,122.32	40,000.00																																																																																
gdp-exp.-at-current-mp-(2002-series)-gdcf-changes-in-stocks-private									117,597.59	18,087.47	99,434.88	147,908.32	72,644.21	24,856.15	76,407.11	93,333.45	78,092.60	70,806.69	48,770.01	31,544.14	35,186.55																																																																																
gdp-exp.-at-current-mp-(2002-series)-gdcf-changes-in-stocks-govt.									35,126.52	5,478.69	29,013.12	39,059.68	20,853.49	9,152.86	23,530.52	22,298.58	13,237.35	13,948.91	5,923.48	4,578.17	4,813.45																																																																																
government-savings-at-current-prices-(2002-series)									-127,691.62	-67,733.00	-79,563.00	-57,044.00	-119,815.00	-179,931.00	-88,450.00	-57,707.00	-70,128.00	-63,603.00	-78,205.00	-58,176.00	-69,002.00																																																																																
national-savings-investment-gap-at-current-prices-(2002-series)									-263,427.57	-323,960.69	-501,868.77	-511,089.74	-121,475.20	-33,143.70	-430,969.90	-165,391.60	-165,938.46	-74,545.69	-68,496.29	-10,067.32	-25,542.51																																																																																
gdp-exp.-at-current-mp-(2002-series)-total-demand									9,784,672.42	8,674,229.79	7,578,554.00	6,543,313.00	5,604,103.51	4,835,292.74	4,410,682.40	3,578,688.43	2,938,680.00	2,452,782.00	2,090,841.49	1,822,468.32	1,636,037.00																																																																																
gdp-exp.-at-current-mp-(2002-series)-external-demand-net-external-demand									-836,491.48	-826,552.96	-1,035,593.00	-952,265.00	-465,584.00	-313,926.50	-603,649.00	-371,343.60	-323,376.30	-219,038.70	-184,436.00	-109,881.00	-106,481.00																																																																																
