sub4	2025-Q1	2024-Q4	2024-Q3	2024-Q2	2024-Q1	2023-Q4	2023-Q3	2023-Q2	2023-Q1	2022-Q4	2022-Q3	2022-Q2	2022-Q1	2021-Q4	2021-Q3	2021-Q2	2021-Q1	2020-Q4	2020-Q3	2020-Q2	2020-Q1	2019-Q4	2019-Q3	2019-Q2	2019-Q1	2018-Q4	2018-Q3	2018-Q2	2018-Q1	2017-Q4	2017-Q3	2017-Q2	2017-Q1	2016-Q4	2016-Q3	2016-Q2	2016-Q1	2015-Q4	2015-Q3	2015-Q2	2015-Q1	2014-Q4	2014-Q3	2014-Q2	2014-Q1	2013-Q4	2013-Q3	2013-Q2	2013-Q1	2012-Q4	2012-Q3	2012-Q2	2012-Q1	2011-Q4	2011-Q3	2011-Q2	2011-Q1	2010-Q4	2010-Q3	2010-Q2	2010-Q1	2009-Q4	2009-Q3	2009-Q2	2009-Q1	2008-Q4	2008-Q3	2008-Q2	2008-Q1	2007-Q4	2007-Q3	2007-Q2	2007-Q1	2006-Q4	2006-Q3	2006-Q2	2006-Q1	2005-Q4	2005-Q3	2005-Q2	2005-Q1	2004-Q4	2004-Q3	2004-Q2	2004-Q1	2003-Q4	2003-Q3	2003-Q2	2003-Q1	2002-Q4	2002-Q3	2002-Q2	2002-Q1	2001-Q4	2001-Q3	2001-Q2	2001-Q1	2000-Q4	2000-Q3	2000-Q2	2000-Q1	1999-Q4	1999-Q3	1999-Q2	1999-Q1	1998-Q4	1998-Q3	1998-Q2	1998-Q1	1997-Q4	1997-Q3	1997-Q2	1997-Q1	1996-Q4	1996-Q3	1996-Q2	1996-Q1	1995-Q4	1995-Q3	1995-Q2	1995-Q1	1994-Q4	1994-Q3	1994-Q2	1994-Q1	1993-Q4	1993-Q3	1993-Q2	1993-Q1	1992-Q4	1992-Q3	1992-Q2	1992-Q1	1991-Q4	1991-Q3	1991-Q2	1991-Q1	1990-Q4	1990-Q3	1990-Q2	1990-Q1	1989-Q4	1989-Q3	1989-Q2	1989-Q1	1988-Q4	1988-Q3	1988-Q2	1988-Q1	1987-Q4	1987-Q3	1987-Q2	1987-Q1	1986-Q4	1986-Q3	1986-Q2	1986-Q1	1985-Q4	1985-Q3	1985-Q2	1985-Q1	1984-Q4	1984-Q3	1984-Q2	1984-Q1	1983-Q4	1983-Q3	1983-Q2	1983-Q1	1982-Q4	1982-Q3	1982-Q2	1982-Q1	1981-Q4	1981-Q3	1981-Q2	1981-Q1	1980-Q4	1980-Q3	1980-Q2	1980-Q1	1979-Q4	1979-Q3	1979-Q2	1979-Q1	1978-Q4	1978-Q3	1978-Q2	1978-Q1	1977-Q4	1977-Q3	1977-Q2	1977-Q1	1976-Q4	1976-Q3	1976-Q2	1976-Q1	1975-Q4	1975-Q3	1975-Q2	1975-Q1	1974-Q4	1974-Q3	1974-Q2	1974-Q1	1973-Q4	1973-Q3	1973-Q2	1973-Q1	1972-Q4	1972-Q3	1972-Q2	1972-Q1	1971-Q4	1971-Q3	1971-Q2	1971-Q1	1970-Q4	1970-Q3	1970-Q2	1970-Q1	1969-Q4	1969-Q3	1969-Q2	1969-Q1	1968-Q4	1968-Q3	1968-Q2	1968-Q1	1967-Q4	1967-Q3	1967-Q2	1967-Q1	1966-Q4	1966-Q3	1966-Q2	1966-Q1	1965-Q4	1965-Q3	1965-Q2	1965-Q1	1964-Q4	1964-Q3	1964-Q2	1964-Q1	1963-Q4	1963-Q3	1963-Q2	1963-Q1	1962-Q4	1962-Q3	1962-Q2	1962-Q1	1961-Q4	1961-Q3	1961-Q2	1961-Q1	1960-Q4	1960-Q3	1960-Q2	1960-Q1	1959-Q4	1959-Q3	1959-Q2	1959-Q1	1958-Q4	1958-Q3	1958-Q2	1958-Q1	1957-Q4	1957-Q3	1957-Q2	1957-Q1	1956-Q4	1956-Q3	1956-Q2	1956-Q1	1955-Q4	1955-Q3	1955-Q2	1955-Q1	1954-Q4	1954-Q3	1954-Q2	1954-Q1	1953-Q4	1953-Q3	1953-Q2	1953-Q1	1952-Q4	1952-Q3	1952-Q2	1952-Q1	1951-Q4	1951-Q3	1951-Q2	1951-Q1	1950-Q4	1950-Q3	1950-Q2	1950-Q1	1949-Q4	1949-Q3	1949-Q2	1949-Q1	1948-Q4	1948-Q3	1948-Q2	1948-Q1	1947-Q4	1947-Q3	1947-Q2	1947-Q1	1946-Q4	1946-Q3	1946-Q2	1946-Q1	1945-Q4	1945-Q3	1945-Q2	1945-Q1	1944-Q4	1944-Q3	1944-Q2	1944-Q1	1943-Q4	1943-Q3	1943-Q2	1943-Q1	1942-Q4	1942-Q3	1942-Q2	1942-Q1	1941-Q4	1941-Q3	1941-Q2	1941-Q1	1940-Q4	1940-Q3	1940-Q2	1940-Q1	1939-Q4	1939-Q3	1939-Q2	1939-Q1	1938-Q4	1938-Q3	1938-Q2	1938-Q1	1937-Q4	1937-Q3	1937-Q2	1937-Q1	1936-Q4	1936-Q3	1936-Q2	1936-Q1	1935-Q4	1935-Q3	1935-Q2	1935-Q1	1934-Q4	1934-Q3	1934-Q2	1934-Q1	1933-Q4	1933-Q3	1933-Q2	1933-Q1	1932-Q4	1932-Q3	1932-Q2	1932-Q1	1931-Q4	1931-Q3	1931-Q2	1931-Q1	1930-Q4	1930-Q3	1930-Q2	1930-Q1	1929-Q4	1929-Q3	1929-Q2	1929-Q1	1928-Q4	1928-Q3	1928-Q2	1928-Q1	1927-Q4	1927-Q3	1927-Q2	1927-Q1	1926-Q4	1926-Q3	1926-Q2	1926-Q1	1925-Q4	1925-Q3	1925-Q2	1925-Q1
gdp-current-market-prices-(2010-series)-industries-mining-and-quarrying																81,927.44	90,580.04	96,665.02	83,843.77	64,174.08	84,650.77	93,658.12	90,503.12	89,513.03	101,256.60	89,796.08	82,778.88	85,716.51	92,357.35	102,149.03	80,130.50	82,728.37	86,420.54	90,899.90	78,764.59	70,432.21	73,538.46	67,540.71	60,135.87	54,083.95	67,337.73	68,955.16	59,397.47	56,831.73	69,207.59	56,813.04	56,815.02	58,434.24	73,319.39	57,506.65	51,739.41	48,300.43	55,771.86	39,889.21	45,431.39	33,318.02	35,133.46	32,171.67	33,139.20	29,876.47	29,738.77																																																																																																																																																																																																																																																																																																																																																				
gdp-current-market-prices-(2010-series)-industries-manufacture-of-textiles,-wearing-apparel-an																161,148.34	280,152.42	109,467.93	264,220.27	88,426.15	224,233.00	102,560.72	232,513.14	138,701.79	253,607.80	99,468.35	207,749.61	122,278.80	227,114.89	82,595.27	190,795.81	116,723.30	213,157.91	78,561.84	183,622.54	109,416.43	204,487.76	57,566.84	134,924.97	78,630.55	128,168.41	58,185.66	137,368.15	85,561.87	134,246.92	53,038.44	112,040.09	73,974.16	126,632.23	62,247.36	89,797.49	75,427.78	118,904.24	49,333.84	86,744.35	64,523.09	88,532.84	58,925.13	72,282.03	60,854.77	72,843.10																																																																																																																																																																																																																																																																																																																																																				
gdp-current-market-prices-(2010-series)-industries-manufacture-of-wood-and-of-products-of-wood																2,930.73	10,548.75	8,830.34	5,525.19	2,095.64	9,342.84	9,992.64	5,938.88	2,947.31	8,820.48	10,145.20	5,521.96	3,175.63	9,538.35	8,874.18	4,918.00	2,546.24	7,404.71	9,195.38	4,716.12	2,828.99	7,489.94	12,464.98	6,282.49	3,375.14	6,900.24	6,623.79	4,153.62	4,364.54	7,126.69	6,002.45	5,628.40	5,894.02	9,840.08	6,700.03	4,736.54	3,834.05	8,126.59	6,893.30	5,397.07	5,541.91	10,370.64	6,843.39	5,482.34	5,165.11	8,826.82																																																																																																																																																																																																																																																																																																																																																				
gdp-current-market-prices-(2010-series)-industries-manufacture-of-rubber-and-plastic-products																38,046.89	18,451.92	30,211.05	31,669.17	20,271.04	13,837.83	29,637.09	26,658.23	30,991.55	14,610.78	29,598.54	24,219.40	25,978.80	11,701.46	28,141.93	22,536.00	24,945.61	10,682.53	26,029.85	20,969.13	23,029.84	10,880.07	25,978.25	20,574.10	24,823.46	10,477.53	21,008.38	20,953.06	23,991.68	11,800.42	24,670.51	17,370.20	23,486.94	9,467.57	25,223.27	19,728.41	28,723.15	11,513.54	17,200.83	15,633.01	23,565.91	10,471.22	16,169.12	15,880.65	19,960.77	11,246.06																																																																																																																																																																																																																																																																																																																																																				
gdp-current-market-prices-(2010-series)-industries-manufacture-of-other-non-metallic-mineral																45,675.78	46,472.93	49,030.26	35,399.64	31,081.95	40,069.10	45,429.69	37,048.05	41,756.91	42,127.87	34,878.22	26,994.88	33,187.46	33,210.81	32,572.55	24,880.03	31,253.08	31,899.36	33,230.89	21,887.94	26,202.06	24,533.24	28,478.91	19,746.62	22,685.11	21,951.08	29,633.77	24,554.11	28,967.00	27,416.24	35,892.21	24,296.41	30,523.93	34,118.29	45,136.79	25,030.87	38,600.00	35,020.77	30,517.14	21,094.26	28,512.75	22,686.58	21,878.43	17,965.27	23,262.99	16,160.49																																																																																																																																																																																																																																																																																																																																																				
gdp-current-market-prices-(2010-series)-industries-other-manufacturing,-and-repair-and-install																21,397.69	23,371.49	17,851.55	20,353.75	13,559.75	18,314.90	15,289.71	18,821.07	15,179.48	16,634.04	13,617.87	16,159.12	12,889.25	14,302.69	12,686.97	13,380.08	11,717.03	13,588.17	12,689.46	10,986.31	10,322.17	11,890.28	16,057.70	13,438.06	12,153.83	14,692.19	14,007.57	11,123.78	10,750.64	14,089.12	11,629.10	8,835.52	11,374.43	12,714.42	11,759.03	14,041.81	12,744.18	14,755.33	8,361.86	11,951.36	10,102.10	12,110.53	10,773.19	13,997.13	11,557.83	12,331.45																																																																																																																																																																																																																																																																																																																																																				
gdp-current-market-prices-(2010-series)-industries-water-collection,-treatment-and-supply																4,421.28	4,621.17	4,570.12	5,191.32	5,149.66	4,376.50	4,384.40	5,469.73	5,091.09	4,730.01	4,643.42	4,973.59	4,796.48	4,664.17	4,160.24	4,498.01	4,478.93	4,246.16	4,428.40	4,500.68	4,599.80	4,291.13	3,726.19	3,889.36	3,743.68	3,738.68	3,524.09	3,773.56	3,688.23	3,439.10	2,909.02	2,806.03	2,798.65	2,675.48	2,610.81	2,306.42	2,321.58	2,174.18	2,127.39	2,166.69	2,121.21	1,952.17	2,245.04	2,393.54	2,435.03	2,307.08																																																																																																																																																																																																																																																																																																																																																				
gdp-current-market-prices-(2010-series)-industries-sewerage,-waste,-treatment-and-disposal-act																5,417.47	5,421.71	5,185.27	6,187.79	5,532.95	5,660.12	5,581.15	5,629.74	5,574.50	5,560.59	5,107.07	5,117.72	4,903.85	5,034.48	5,016.43	4,908.99	4,648.01	4,540.59	4,953.01	4,975.71	4,859.08	4,729.46	4,324.91	4,534.37	4,096.64	3,917.27	3,424.86	3,209.01	3,208.37	3,298.09	3,276.80	3,028.90	2,855.63	2,509.19	1,999.36	2,436.00	2,982.75	2,825.41	1,757.65	2,183.56	2,616.89	2,893.63	2,991.26	3,097.39	2,873.49	2,750.19																																																																																																																																																																																																																																																																																																																																																				
gdp-current-market-prices-(2010-series)-services																2,101,396.69	2,393,748.66	2,471,542.52	2,342,509.17	1,864,427.41	2,255,258.05	2,301,884.37	2,236,387.36	2,131,129.28	2,053,835.07	2,200,235.78	2,053,023.64	1,991,656.52	1,946,174.55	1,966,212.57	1,974,771.66	1,834,132.66	1,702,031.31	1,848,898.49	1,729,526.81	1,636,925.71	1,555,885.64	1,668,988.29	1,583,559.99	1,552,202.36	1,478,628.14	1,547,617.53	1,510,142.80	1,457,609.81	1,380,248.29	1,365,558.38	1,382,608.69	1,343,131.02	1,315,246.14	1,293,098.90	1,260,387.42	1,159,323.55	1,145,482.48	1,091,938.36	1,015,773.39	944,226.30	928,561.82	958,702.55	898,478.44	841,052.99	806,088.87																																																																																																																																																																																																																																																																																																																																																				
gdp-current-market-prices-(2010-series)-services-wholesale-and-retail-trade																485,603.84	470,230.42	396,617.06	442,626.68	464,982.48	443,411.08	386,219.29	405,872.95	450,610.22	405,268.97	359,469.99	376,107.86	421,960.75	376,221.80	327,020.23	350,806.14	392,088.49	334,857.39	286,806.78	320,287.31	360,699.25	302,263.05	266,655.42	298,636.09	341,350.21	287,006.88	238,629.19	282,031.79	330,787.42	265,785.99	237,420.17	296,424.99	270,528.43	243,419.17	256,262.91	246,206.25	240,381.34	232,205.69	222,563.27	214,984.47	207,513.56	201,045.06	190,831.37	181,803.25	170,141.83	163,001.89																																																																																																																																																																																																																																																																																																																																																				
